,position,condition,step
0,"(57, 60)",1.0,1.0
1,"(57, 62)",1.0,1.0
2,"(58, 62)",1.0,1.0
3,"(60, 60)",1.0,1.0
4,"(60, 61)",1.0,1.0
5,"(56, 61)",1.0,2.0
6,"(57, 61)",1.0,2.0
7,"(57, 63)",1.0,2.0
8,"(59, 62)",1.0,2.0
9,"(59, 63)",1.0,2.0
10,"(61, 59)",1.0,2.0
11,"(61, 60)",1.0,2.0
12,"(61, 61)",1.0,2.0
13,"(55, 60)",1.0,3.0
14,"(55, 61)",1.0,3.0
15,"(55, 62)",1.0,3.0
16,"(56, 64)",1.0,3.0
17,"(60, 58)",1.0,3.0
18,"(60, 63)",1.0,3.0
19,"(61, 58)",1.0,3.0
20,"(61, 62)",1.0,3.0
21,"(62, 61)",1.0,3.0
22,"(54, 63)",1.0,4.0
23,"(55, 59)",1.0,4.0
24,"(55, 63)",1.0,4.0
25,"(57, 64)",1.0,4.0
26,"(59, 58)",1.0,4.0
27,"(60, 57)",1.0,4.0
28,"(61, 57)",1.0,4.0
29,"(61, 63)",1.0,4.0
30,"(62, 57)",1.0,4.0
31,"(62, 58)",1.0,4.0
32,"(63, 60)",1.0,4.0
33,"(63, 62)",1.0,4.0
34,"(53, 62)",1.0,5.0
35,"(53, 63)",1.0,5.0
36,"(53, 64)",1.0,5.0
37,"(54, 59)",1.0,5.0
38,"(54, 64)",1.0,5.0
39,"(55, 58)",1.0,5.0
40,"(56, 63)",1.0,5.0
41,"(56, 65)",1.0,5.0
42,"(57, 65)",1.0,5.0
43,"(58, 58)",1.0,5.0
44,"(58, 59)",1.0,5.0
45,"(60, 64)",1.0,5.0
46,"(61, 56)",1.0,5.0
47,"(63, 56)",1.0,5.0
48,"(64, 59)",1.0,5.0
49,"(64, 61)",1.0,5.0
50,"(64, 62)",1.0,5.0
51,"(52, 62)",1.0,6.0
52,"(52, 64)",1.0,6.0
53,"(52, 65)",1.0,6.0
54,"(54, 65)",1.0,6.0
55,"(55, 64)",1.0,6.0
56,"(57, 57)",1.0,6.0
57,"(57, 58)",1.0,6.0
58,"(57, 66)",1.0,6.0
59,"(58, 66)",1.0,6.0
60,"(59, 65)",1.0,6.0
61,"(60, 55)",1.0,6.0
62,"(61, 55)",1.0,6.0
63,"(62, 55)",1.0,6.0
64,"(63, 55)",1.0,6.0
65,"(64, 58)",1.0,6.0
66,"(65, 60)",1.0,6.0
67,"(65, 62)",1.0,6.0
68,"(65, 63)",1.0,6.0
69,"(51, 61)",1.0,7.0
70,"(51, 62)",1.0,7.0
71,"(51, 64)",1.0,7.0
72,"(51, 65)",1.0,7.0
73,"(52, 66)",1.0,7.0
74,"(53, 61)",1.0,7.0
75,"(53, 66)",1.0,7.0
76,"(56, 58)",1.0,7.0
77,"(56, 67)",1.0,7.0
78,"(57, 56)",1.0,7.0
79,"(57, 67)",1.0,7.0
80,"(59, 55)",1.0,7.0
81,"(59, 66)",1.0,7.0
82,"(60, 54)",1.0,7.0
83,"(60, 65)",1.0,7.0
84,"(61, 54)",1.0,7.0
85,"(64, 54)",1.0,7.0
86,"(64, 55)",1.0,7.0
87,"(64, 56)",1.0,7.0
88,"(65, 57)",1.0,7.0
89,"(65, 64)",1.0,7.0
90,"(66, 59)",1.0,7.0
91,"(50, 62)",1.0,8.0
92,"(50, 63)",1.0,8.0
93,"(51, 67)",1.0,8.0
94,"(52, 60)",1.0,8.0
95,"(53, 60)",1.0,8.0
96,"(53, 67)",1.0,8.0
97,"(55, 57)",1.0,8.0
98,"(55, 66)",1.0,8.0
99,"(55, 67)",1.0,8.0
100,"(56, 55)",1.0,8.0
101,"(56, 56)",1.0,8.0
102,"(58, 56)",1.0,8.0
103,"(58, 68)",1.0,8.0
104,"(59, 56)",1.0,8.0
105,"(60, 66)",1.0,8.0
106,"(60, 67)",1.0,8.0
107,"(63, 53)",1.0,8.0
108,"(64, 57)",1.0,8.0
109,"(64, 64)",1.0,8.0
110,"(65, 54)",1.0,8.0
111,"(65, 58)",1.0,8.0
112,"(66, 58)",1.0,8.0
113,"(67, 60)",1.0,8.0
114,"(50, 67)",1.0,9.0
