,position,condition,step
0,"(29, 72)",1.0,1.0
1,"(29, 73)",1.0,1.0
2,"(30, 70)",1.0,1.0
3,"(30, 73)",1.0,1.0
4,"(28, 71)",1.0,2.0
5,"(28, 73)",1.0,2.0
6,"(29, 71)",1.0,2.0
7,"(31, 74)",1.0,2.0
8,"(27, 70)",1.0,3.0
9,"(27, 71)",1.0,3.0
10,"(27, 72)",1.0,3.0
11,"(28, 70)",1.0,3.0
12,"(28, 74)",1.0,3.0
13,"(31, 75)",1.0,3.0
14,"(26, 71)",1.0,4.0
15,"(26, 72)",1.0,4.0
16,"(27, 73)",1.0,4.0
17,"(27, 74)",1.0,4.0
18,"(27, 75)",1.0,4.0
19,"(29, 69)",1.0,4.0
20,"(29, 75)",1.0,4.0
21,"(31, 76)",1.0,4.0
22,"(32, 76)",1.0,4.0
23,"(25, 71)",1.0,5.0
24,"(25, 72)",1.0,5.0
25,"(26, 74)",1.0,5.0
26,"(27, 76)",1.0,5.0
27,"(30, 76)",1.0,5.0
28,"(31, 77)",1.0,5.0
29,"(24, 72)",1.0,6.0
30,"(25, 70)",1.0,6.0
31,"(25, 73)",1.0,6.0
32,"(25, 74)",1.0,6.0
33,"(25, 75)",1.0,6.0
34,"(26, 73)",1.0,6.0
35,"(29, 77)",1.0,6.0
36,"(32, 78)",1.0,6.0
37,"(23, 72)",1.0,7.0
38,"(23, 73)",1.0,7.0
39,"(24, 73)",1.0,7.0
40,"(24, 74)",1.0,7.0
41,"(24, 75)",1.0,7.0
42,"(24, 76)",1.0,7.0
43,"(25, 69)",1.0,7.0
44,"(26, 69)",1.0,7.0
45,"(28, 78)",1.0,7.0
46,"(31, 79)",1.0,7.0
47,"(33, 79)",1.0,7.0
48,"(22, 73)",1.0,8.0
49,"(23, 74)",1.0,8.0
50,"(23, 76)",1.0,8.0
51,"(24, 70)",1.0,8.0
52,"(25, 68)",1.0,8.0
53,"(25, 76)",1.0,8.0
54,"(26, 68)",1.0,8.0
55,"(30, 79)",1.0,8.0
56,"(31, 80)",1.0,8.0
57,"(32, 79)",1.0,8.0
58,"(34, 78)",1.0,8.0
59,"(34, 80)",1.0,8.0
60,"(22, 75)",1.0,9.0
61,"(22, 76)",1.0,9.0
62,"(22, 77)",1.0,9.0
63,"(23, 69)",1.0,9.0
64,"(23, 70)",1.0,9.0
65,"(24, 67)",1.0,9.0
66,"(24, 77)",1.0,9.0
67,"(25, 67)",1.0,9.0
68,"(26, 77)",1.0,9.0
69,"(27, 67)",1.0,9.0
70,"(31, 78)",1.0,9.0
71,"(31, 81)",1.0,9.0
72,"(34, 77)",1.0,9.0
73,"(34, 79)",1.0,9.0
74,"(35, 77)",1.0,9.0
75,"(35, 79)",1.0,9.0
76,"(21, 76)",1.0,10.0
77,"(21, 77)",1.0,10.0
78,"(22, 68)",1.0,10.0
79,"(22, 70)",1.0,10.0
80,"(23, 66)",1.0,10.0
81,"(23, 67)",1.0,10.0
