,position,condition,step
0,"(40, 45)",1.0,1.0
1,"(40, 47)",1.0,1.0
2,"(41, 45)",1.0,1.0
3,"(41, 48)",1.0,1.0
4,"(42, 45)",1.0,1.0
5,"(43, 46)",1.0,1.0
6,"(43, 47)",1.0,1.0
7,"(43, 48)",1.0,1.0
8,"(39, 46)",1.0,2.0
9,"(39, 48)",1.0,2.0
10,"(40, 44)",1.0,2.0
11,"(40, 46)",1.0,2.0
12,"(41, 44)",1.0,2.0
13,"(41, 49)",1.0,2.0
14,"(44, 46)",1.0,2.0
15,"(44, 48)",1.0,2.0
16,"(38, 45)",1.0,3.0
17,"(38, 46)",1.0,3.0
18,"(38, 47)",1.0,3.0
19,"(39, 44)",1.0,3.0
20,"(39, 49)",1.0,3.0
21,"(41, 43)",1.0,3.0
22,"(42, 50)",1.0,3.0
23,"(45, 48)",1.0,3.0
24,"(45, 49)",1.0,3.0
25,"(37, 45)",1.0,4.0
26,"(37, 47)",1.0,4.0
27,"(38, 43)",1.0,4.0
28,"(38, 44)",1.0,4.0
29,"(38, 48)",1.0,4.0
30,"(41, 51)",1.0,4.0
31,"(42, 42)",1.0,4.0
32,"(42, 51)",1.0,4.0
33,"(43, 49)",1.0,4.0
34,"(43, 50)",1.0,4.0
35,"(44, 49)",1.0,4.0
36,"(44, 50)",1.0,4.0
37,"(46, 48)",1.0,4.0
38,"(36, 45)",1.0,5.0
39,"(36, 46)",1.0,5.0
40,"(36, 48)",1.0,5.0
41,"(37, 43)",1.0,5.0
42,"(38, 49)",1.0,5.0
43,"(39, 43)",1.0,5.0
44,"(40, 52)",1.0,5.0
45,"(41, 52)",1.0,5.0
46,"(42, 52)",1.0,5.0
47,"(43, 41)",1.0,5.0
48,"(43, 51)",1.0,5.0
49,"(46, 47)",1.0,5.0
50,"(47, 49)",1.0,5.0
51,"(35, 45)",1.0,6.0
52,"(35, 47)",1.0,6.0
53,"(36, 49)",1.0,6.0
54,"(38, 50)",1.0,6.0
55,"(39, 52)",1.0,6.0
56,"(39, 53)",1.0,6.0
57,"(41, 53)",1.0,6.0
58,"(43, 42)",1.0,6.0
59,"(44, 52)",1.0,6.0
60,"(46, 50)",1.0,6.0
61,"(47, 46)",1.0,6.0
62,"(47, 48)",1.0,6.0
63,"(47, 50)",1.0,6.0
64,"(48, 48)",1.0,6.0
65,"(48, 50)",1.0,6.0
66,"(34, 45)",1.0,7.0
67,"(34, 47)",1.0,7.0
68,"(35, 49)",1.0,7.0
69,"(35, 50)",1.0,7.0
70,"(38, 51)",1.0,7.0
71,"(38, 52)",1.0,7.0
72,"(38, 53)",1.0,7.0
73,"(39, 54)",1.0,7.0
74,"(40, 54)",1.0,7.0
75,"(41, 54)",1.0,7.0
76,"(43, 53)",1.0,7.0
77,"(44, 42)",1.0,7.0
78,"(45, 53)",1.0,7.0
79,"(46, 51)",1.0,7.0
80,"(48, 47)",1.0,7.0
81,"(48, 51)",1.0,7.0
82,"(49, 47)",1.0,7.0
83,"(33, 47)",1.0,8.0
84,"(33, 48)",1.0,8.0
85,"(34, 49)",1.0,8.0
86,"(34, 50)",1.0,8.0
87,"(35, 44)",1.0,8.0
88,"(35, 48)",1.0,8.0
89,"(36, 50)",1.0,8.0
90,"(36, 51)",1.0,8.0
91,"(37, 52)",1.0,8.0
92,"(37, 53)",1.0,8.0
93,"(37, 54)",1.0,8.0
94,"(40, 55)",1.0,8.0
95,"(42, 54)",1.0,8.0
96,"(43, 54)",1.0,8.0
97,"(44, 41)",1.0,8.0
98,"(45, 42)",1.0,8.0
99,"(45, 43)",1.0,8.0
100,"(45, 52)",1.0,8.0
101,"(45, 54)",1.0,8.0
102,"(46, 52)",1.0,8.0
103,"(46, 53)",1.0,8.0
104,"(46, 54)",1.0,8.0
105,"(50, 46)",1.0,8.0
106,"(50, 48)",1.0,8.0
107,"(32, 49)",1.0,9.0
108,"(33, 49)",1.0,9.0
109,"(33, 51)",1.0,9.0
110,"(36, 52)",1.0,9.0
111,"(36, 54)",1.0,9.0
112,"(43, 40)",1.0,9.0
113,"(43, 55)",1.0,9.0
114,"(44, 54)",1.0,9.0
115,"(45, 41)",1.0,9.0
116,"(46, 55)",1.0,9.0
117,"(47, 53)",1.0,9.0
118,"(47, 55)",1.0,9.0
119,"(50, 47)",1.0,9.0
120,"(51, 46)",1.0,9.0
121,"(51, 49)",1.0,9.0
122,"(31, 49)",1.0,10.0
123,"(33, 50)",1.0,10.0
124,"(34, 52)",1.0,10.0
125,"(35, 54)",1.0,10.0
126,"(42, 39)",1.0,10.0
127,"(42, 40)",1.0,10.0
128,"(43, 56)",1.0,10.0
