,position,condition,step
0,"(49, 71)",1.0,1.0
1,"(52, 70)",1.0,1.0
2,"(52, 71)",1.0,1.0
3,"(52, 72)",1.0,1.0
4,"(52, 69)",1.0,2.0
5,"(52, 73)",1.0,2.0
6,"(53, 69)",1.0,2.0
7,"(53, 70)",1.0,2.0
8,"(53, 71)",1.0,2.0
9,"(53, 72)",1.0,2.0
10,"(51, 68)",1.0,3.0
11,"(51, 70)",1.0,3.0
12,"(51, 73)",1.0,3.0
13,"(51, 74)",1.0,3.0
14,"(54, 68)",1.0,3.0
15,"(54, 69)",1.0,3.0
16,"(54, 70)",1.0,3.0
17,"(54, 72)",1.0,3.0
18,"(54, 73)",1.0,3.0
19,"(50, 67)",1.0,4.0
20,"(50, 68)",1.0,4.0
21,"(51, 67)",1.0,4.0
22,"(51, 69)",1.0,4.0
23,"(52, 74)",1.0,4.0
24,"(53, 74)",1.0,4.0
25,"(54, 67)",1.0,4.0
26,"(55, 67)",1.0,4.0
27,"(55, 68)",1.0,4.0
28,"(55, 69)",1.0,4.0
29,"(55, 70)",1.0,4.0
30,"(55, 71)",1.0,4.0
31,"(55, 72)",1.0,4.0
32,"(49, 68)",1.0,5.0
33,"(50, 66)",1.0,5.0
34,"(51, 66)",1.0,5.0
35,"(52, 66)",1.0,5.0
36,"(52, 67)",1.0,5.0
37,"(53, 66)",1.0,5.0
38,"(53, 75)",1.0,5.0
39,"(54, 66)",1.0,5.0
40,"(56, 70)",1.0,5.0
41,"(56, 73)",1.0,5.0
42,"(50, 65)",1.0,6.0
43,"(53, 67)",1.0,6.0
44,"(53, 76)",1.0,6.0
45,"(54, 65)",1.0,6.0
46,"(54, 76)",1.0,6.0
47,"(55, 65)",1.0,6.0
48,"(55, 73)",1.0,6.0
49,"(57, 69)",1.0,6.0
50,"(57, 73)",1.0,6.0
51,"(57, 74)",1.0,6.0
52,"(53, 64)",1.0,7.0
53,"(53, 77)",1.0,7.0
54,"(54, 64)",1.0,7.0
55,"(55, 64)",1.0,7.0
56,"(56, 65)",1.0,7.0
57,"(56, 75)",1.0,7.0
58,"(57, 68)",1.0,7.0
59,"(57, 75)",1.0,7.0
60,"(58, 68)",1.0,7.0
61,"(58, 72)",1.0,7.0
62,"(58, 74)",1.0,7.0
63,"(52, 63)",1.0,8.0
64,"(52, 64)",1.0,8.0
65,"(53, 63)",1.0,8.0
66,"(55, 63)",1.0,8.0
67,"(55, 76)",1.0,8.0
68,"(56, 63)",1.0,8.0
69,"(56, 74)",1.0,8.0
70,"(56, 76)",1.0,8.0
71,"(57, 64)",1.0,8.0
72,"(57, 65)",1.0,8.0
73,"(57, 66)",1.0,8.0
74,"(57, 67)",1.0,8.0
75,"(57, 72)",1.0,8.0
76,"(57, 76)",1.0,8.0
77,"(58, 75)",1.0,8.0
78,"(58, 76)",1.0,8.0
79,"(59, 67)",1.0,8.0
80,"(59, 71)",1.0,8.0
81,"(59, 72)",1.0,8.0
82,"(59, 75)",1.0,8.0
83,"(51, 62)",1.0,9.0
84,"(51, 63)",1.0,9.0
85,"(52, 62)",1.0,9.0
86,"(56, 62)",1.0,9.0
87,"(56, 67)",1.0,9.0
88,"(56, 77)",1.0,9.0
89,"(57, 63)",1.0,9.0
90,"(58, 64)",1.0,9.0
91,"(58, 65)",1.0,9.0
92,"(59, 76)",1.0,9.0
93,"(59, 77)",1.0,9.0
94,"(60, 67)",1.0,9.0
95,"(60, 71)",1.0,9.0
96,"(50, 62)",1.0,10.0
97,"(51, 61)",1.0,10.0
98,"(52, 61)",1.0,10.0
99,"(56, 78)",1.0,10.0
