,position,condition,step
193,"(42, 32)",1.0,14.0
194,"(44, 33)",1.0,14.0
195,"(45, 33)",1.0,14.0
196,"(46, 33)",1.0,14.0
197,"(47, 33)",1.0,14.0
198,"(47, 45)",1.0,14.0
199,"(47, 48)",1.0,14.0
200,"(48, 35)",1.0,14.0
201,"(49, 35)",1.0,14.0
202,"(20, 41)",1.0,15.0
203,"(22, 39)",1.0,15.0
204,"(23, 39)",1.0,15.0
205,"(24, 40)",1.0,15.0
206,"(24, 51)",1.0,15.0
207,"(24, 52)",1.0,15.0
208,"(26, 53)",1.0,15.0
209,"(28, 56)",1.0,15.0
210,"(30, 55)",1.0,15.0
211,"(31, 36)",1.0,15.0
212,"(32, 36)",1.0,15.0
213,"(33, 37)",1.0,15.0
214,"(37, 33)",1.0,15.0
215,"(37, 35)",1.0,15.0
216,"(37, 52)",1.0,15.0
217,"(37, 53)",1.0,15.0
218,"(38, 31)",1.0,15.0
219,"(38, 32)",1.0,15.0
220,"(38, 54)",1.0,15.0
221,"(39, 54)",1.0,15.0
222,"(40, 31)",1.0,15.0
223,"(40, 54)",1.0,15.0
224,"(41, 31)",1.0,15.0
225,"(41, 52)",1.0,15.0
226,"(42, 33)",1.0,15.0
227,"(42, 54)",1.0,15.0
228,"(45, 32)",1.0,15.0
229,"(46, 32)",1.0,15.0
230,"(47, 32)",1.0,15.0
231,"(47, 44)",1.0,15.0
232,"(48, 34)",1.0,15.0
233,"(48, 45)",1.0,15.0
234,"(50, 34)",1.0,15.0
235,"(19, 42)",1.0,16.0
236,"(21, 38)",1.0,16.0
237,"(23, 38)",1.0,16.0
238,"(23, 50)",1.0,16.0
239,"(23, 51)",1.0,16.0
240,"(23, 52)",1.0,16.0
241,"(25, 50)",1.0,16.0
242,"(27, 56)",1.0,16.0
243,"(28, 57)",1.0,16.0
244,"(30, 36)",1.0,16.0
245,"(32, 35)",1.0,16.0
246,"(36, 34)",1.0,16.0
247,"(36, 53)",1.0,16.0
248,"(37, 30)",1.0,16.0
249,"(37, 31)",1.0,16.0
250,"(37, 36)",1.0,16.0
251,"(37, 54)",1.0,16.0
252,"(37, 55)",1.0,16.0
253,"(38, 30)",1.0,16.0
254,"(38, 35)",1.0,16.0
255,"(38, 55)",1.0,16.0
256,"(39, 55)",1.0,16.0
257,"(40, 30)",1.0,16.0
258,"(40, 55)",1.0,16.0
259,"(41, 30)",1.0,16.0
260,"(41, 54)",1.0,16.0
261,"(42, 51)",1.0,16.0
262,"(42, 52)",1.0,16.0
263,"(43, 54)",1.0,16.0
264,"(43, 55)",1.0,16.0
265,"(45, 31)",1.0,16.0
266,"(46, 31)",1.0,16.0
267,"(46, 44)",1.0,16.0
268,"(48, 31)",1.0,16.0
269,"(49, 33)",1.0,16.0
270,"(49, 44)",1.0,16.0
271,"(49, 46)",1.0,16.0
272,"(50, 33)",1.0,16.0
273,"(50, 35)",1.0,16.0
274,"(18, 43)",1.0,17.0
275,"(19, 43)",1.0,17.0
276,"(20, 38)",1.0,17.0
277,"(21, 37)",1.0,17.0
278,"(21, 39)",1.0,17.0
279,"(22, 37)",1.0,17.0
280,"(22, 50)",1.0,17.0
281,"(22, 52)",1.0,17.0
282,"(22, 53)",1.0,17.0
283,"(23, 49)",1.0,17.0
284,"(24, 53)",1.0,17.0
285,"(26, 56)",1.0,17.0
286,"(27, 57)",1.0,17.0
287,"(29, 35)",1.0,17.0
288,"(35, 33)",1.0,17.0
289,"(35, 35)",1.0,17.0
290,"(35, 52)",1.0,17.0
291,"(35, 54)",1.0,17.0
292,"(36, 30)",1.0,17.0
293,"(36, 32)",1.0,17.0
294,"(36, 37)",1.0,17.0
295,"(36, 54)",1.0,17.0
296,"(37, 34)",1.0,17.0
297,"(37, 56)",1.0,17.0
298,"(38, 37)",1.0,17.0
299,"(38, 56)",1.0,17.0
300,"(40, 29)",1.0,17.0
301,"(40, 56)",1.0,17.0
302,"(41, 29)",1.0,17.0
303,"(42, 29)",1.0,17.0
304,"(42, 30)",1.0,17.0
305,"(43, 52)",1.0,17.0
306,"(43, 56)",1.0,17.0
307,"(44, 30)",1.0,17.0
308,"(44, 54)",1.0,17.0
309,"(45, 43)",1.0,17.0
310,"(45, 44)",1.0,17.0
311,"(47, 30)",1.0,17.0
312,"(49, 31)",1.0,17.0
313,"(50, 32)",1.0,17.0
314,"(50, 45)",1.0,17.0
315,"(51, 32)",1.0,17.0
316,"(17, 44)",1.0,18.0
317,"(18, 44)",1.0,18.0
318,"(19, 37)",1.0,18.0
319,"(19, 38)",1.0,18.0
320,"(20, 39)",1.0,18.0
321,"(21, 49)",1.0,18.0
322,"(21, 54)",1.0,18.0
323,"(22, 48)",1.0,18.0
324,"(22, 54)",1.0,18.0
325,"(24, 54)",1.0,18.0
326,"(25, 56)",1.0,18.0
327,"(25, 57)",1.0,18.0
328,"(27, 58)",1.0,18.0
329,"(29, 36)",1.0,18.0
330,"(30, 34)",1.0,18.0
331,"(34, 32)",1.0,18.0
332,"(34, 34)",1.0,18.0
333,"(34, 52)",1.0,18.0
334,"(34, 54)",1.0,18.0
335,"(35, 31)",1.0,18.0
336,"(35, 34)",1.0,18.0
337,"(35, 36)",1.0,18.0
338,"(35, 53)",1.0,18.0
339,"(36, 57)",1.0,18.0
340,"(37, 29)",1.0,18.0
341,"(37, 37)",1.0,18.0
342,"(37, 57)",1.0,18.0
343,"(40, 28)",1.0,18.0
344,"(40, 57)",1.0,18.0
345,"(41, 28)",1.0,18.0
346,"(42, 57)",1.0,18.0
347,"(43, 29)",1.0,18.0
348,"(43, 30)",1.0,18.0
349,"(44, 29)",1.0,18.0
350,"(44, 52)",1.0,18.0
351,"(44, 55)",1.0,18.0
352,"(44, 57)",1.0,18.0
353,"(45, 29)",1.0,18.0
354,"(45, 42)",1.0,18.0
355,"(45, 45)",1.0,18.0
356,"(45, 55)",1.0,18.0
357,"(46, 30)",1.0,18.0
358,"(48, 30)",1.0,18.0
359,"(50, 31)",1.0,18.0
360,"(51, 46)",1.0,18.0
361,"(52, 31)",1.0,18.0
362,"(52, 32)",1.0,18.0
363,"(17, 45)",1.0,19.0
364,"(18, 36)",1.0,19.0
365,"(18, 37)",1.0,19.0
366,"(18, 38)",1.0,19.0
367,"(18, 39)",1.0,19.0
368,"(19, 36)",1.0,19.0
369,"(19, 39)",1.0,19.0
370,"(19, 45)",1.0,19.0
371,"(20, 36)",1.0,19.0
372,"(20, 37)",1.0,19.0
373,"(20, 48)",1.0,19.0
374,"(20, 55)",1.0,19.0
375,"(21, 47)",1.0,19.0
376,"(21, 48)",1.0,19.0
377,"(21, 50)",1.0,19.0
378,"(22, 55)",1.0,19.0
379,"(24, 57)",1.0,19.0
380,"(25, 55)",1.0,19.0
381,"(26, 58)",1.0,19.0
382,"(26, 59)",1.0,19.0
383,"(28, 35)",1.0,19.0
384,"(28, 36)",1.0,19.0
385,"(28, 37)",1.0,19.0
386,"(28, 59)",1.0,19.0
387,"(29, 34)",1.0,19.0
388,"(30, 33)",1.0,19.0
389,"(31, 33)",1.0,19.0
390,"(31, 34)",1.0,19.0
391,"(33, 35)",1.0,19.0
392,"(33, 52)",1.0,19.0
393,"(35, 30)",1.0,19.0
394,"(35, 51)",1.0,19.0
395,"(35, 57)",1.0,19.0
396,"(35, 58)",1.0,19.0
397,"(36, 28)",1.0,19.0
398,"(36, 58)",1.0,19.0
399,"(37, 28)",1.0,19.0
400,"(37, 58)",1.0,19.0
401,"(38, 29)",1.0,19.0
402,"(40, 27)",1.0,19.0
403,"(41, 27)",1.0,19.0
404,"(41, 57)",1.0,19.0
405,"(41, 58)",1.0,19.0
406,"(43, 28)",1.0,19.0
407,"(43, 58)",1.0,19.0
408,"(44, 28)",1.0,19.0
409,"(44, 41)",1.0,19.0
410,"(44, 56)",1.0,19.0
411,"(45, 30)",1.0,19.0
412,"(45, 54)",1.0,19.0
413,"(45, 56)",1.0,19.0
414,"(45, 58)",1.0,19.0
415,"(48, 29)",1.0,19.0
416,"(50, 47)",1.0,19.0
417,"(51, 30)",1.0,19.0
418,"(51, 31)",1.0,19.0
419,"(52, 45)",1.0,19.0
420,"(53, 30)",1.0,19.0
421,"(53, 31)",1.0,19.0
422,"(16, 45)",1.0,20.0
423,"(16, 46)",1.0,20.0
424,"(17, 35)",1.0,20.0
425,"(17, 36)",1.0,20.0
426,"(17, 37)",1.0,20.0
427,"(17, 38)",1.0,20.0
428,"(18, 46)",1.0,20.0
429,"(19, 35)",1.0,20.0
430,"(19, 49)",1.0,20.0
431,"(19, 54)",1.0,20.0
432,"(19, 56)",1.0,20.0
433,"(20, 35)",1.0,20.0
434,"(20, 50)",1.0,20.0
435,"(21, 35)",1.0,20.0
436,"(21, 46)",1.0,20.0
437,"(23, 56)",1.0,20.0
438,"(24, 58)",1.0,20.0
439,"(25, 58)",1.0,20.0
440,"(27, 35)",1.0,20.0
441,"(28, 34)",1.0,20.0
442,"(29, 32)",1.0,20.0
443,"(30, 32)",1.0,20.0
444,"(31, 32)",1.0,20.0
445,"(32, 51)",1.0,20.0
446,"(33, 34)",1.0,20.0
447,"(33, 51)",1.0,20.0
448,"(34, 29)",1.0,20.0
449,"(34, 50)",1.0,20.0
450,"(34, 56)",1.0,20.0
451,"(34, 57)",1.0,20.0
452,"(34, 58)",1.0,20.0
453,"(37, 59)",1.0,20.0
454,"(38, 28)",1.0,20.0
455,"(39, 26)",1.0,20.0
456,"(40, 26)",1.0,20.0
457,"(40, 59)",1.0,20.0
458,"(43, 42)",1.0,20.0
459,"(43, 59)",1.0,20.0
460,"(44, 40)",1.0,20.0
461,"(46, 58)",1.0,20.0
462,"(46, 59)",1.0,20.0
463,"(47, 28)",1.0,20.0
464,"(49, 28)",1.0,20.0
465,"(51, 44)",1.0,20.0
466,"(51, 48)",1.0,20.0
467,"(52, 46)",1.0,20.0
468,"(53, 44)",1.0,20.0
469,"(54, 30)",1.0,20.0
470,"(15, 44)",1.0,21.0
471,"(15, 45)",1.0,21.0
472,"(15, 46)",1.0,21.0
473,"(16, 35)",1.0,21.0
474,"(16, 36)",1.0,21.0
475,"(16, 44)",1.0,21.0
476,"(16, 47)",1.0,21.0
477,"(17, 34)",1.0,21.0
478,"(18, 34)",1.0,21.0
479,"(18, 53)",1.0,21.0
480,"(18, 55)",1.0,21.0
481,"(18, 56)",1.0,21.0
482,"(19, 34)",1.0,21.0
483,"(19, 48)",1.0,21.0
484,"(19, 50)",1.0,21.0
485,"(19, 51)",1.0,21.0
486,"(20, 34)",1.0,21.0
487,"(22, 34)",1.0,21.0
488,"(22, 36)",1.0,21.0
489,"(22, 56)",1.0,21.0
490,"(23, 59)",1.0,21.0
491,"(24, 59)",1.0,21.0
492,"(25, 59)",1.0,21.0
493,"(26, 34)",1.0,21.0
494,"(26, 35)",1.0,21.0
495,"(27, 33)",1.0,21.0
496,"(27, 34)",1.0,21.0
497,"(28, 31)",1.0,21.0
498,"(28, 32)",1.0,21.0
499,"(28, 33)",1.0,21.0
500,"(29, 31)",1.0,21.0
501,"(30, 31)",1.0,21.0
502,"(33, 28)",1.0,21.0
503,"(33, 56)",1.0,21.0
504,"(33, 57)",1.0,21.0
505,"(33, 58)",1.0,21.0
506,"(34, 55)",1.0,21.0
507,"(39, 60)",1.0,21.0
508,"(40, 25)",1.0,21.0
509,"(41, 25)",1.0,21.0
510,"(41, 59)",1.0,21.0
511,"(45, 39)",1.0,21.0
512,"(47, 58)",1.0,21.0
513,"(47, 59)",1.0,21.0
514,"(49, 27)",1.0,21.0
515,"(49, 29)",1.0,21.0
516,"(50, 27)",1.0,21.0
517,"(50, 48)",1.0,21.0
518,"(51, 49)",1.0,21.0
519,"(52, 43)",1.0,21.0
520,"(52, 44)",1.0,21.0
521,"(52, 48)",1.0,21.0
522,"(54, 31)",1.0,21.0
523,"(54, 44)",1.0,21.0
524,"(55, 30)",1.0,21.0
525,"(14, 43)",1.0,22.0
526,"(15, 34)",1.0,22.0
527,"(15, 35)",1.0,22.0
528,"(15, 36)",1.0,22.0
529,"(15, 37)",1.0,22.0
530,"(15, 43)",1.0,22.0
531,"(16, 43)",1.0,22.0
532,"(17, 33)",1.0,22.0
533,"(17, 47)",1.0,22.0
534,"(17, 54)",1.0,22.0
535,"(17, 55)",1.0,22.0
536,"(18, 33)",1.0,22.0
537,"(18, 52)",1.0,22.0
538,"(18, 54)",1.0,22.0
539,"(19, 33)",1.0,22.0
540,"(20, 33)",1.0,22.0
541,"(21, 33)",1.0,22.0
542,"(21, 56)",1.0,22.0
543,"(22, 33)",1.0,22.0
544,"(22, 57)",1.0,22.0
545,"(23, 35)",1.0,22.0
546,"(25, 35)",1.0,22.0
547,"(25, 60)",1.0,22.0
548,"(26, 33)",1.0,22.0
549,"(26, 36)",1.0,22.0
550,"(27, 30)",1.0,22.0
551,"(28, 30)",1.0,22.0
552,"(29, 30)",1.0,22.0
553,"(30, 30)",1.0,22.0
554,"(32, 27)",1.0,22.0
555,"(32, 28)",1.0,22.0
556,"(32, 57)",1.0,22.0
557,"(32, 58)",1.0,22.0
558,"(32, 59)",1.0,22.0
559,"(33, 27)",1.0,22.0
560,"(33, 29)",1.0,22.0
561,"(34, 27)",1.0,22.0
562,"(38, 59)",1.0,22.0
563,"(38, 61)",1.0,22.0
564,"(39, 24)",1.0,22.0
565,"(39, 59)",1.0,22.0
566,"(40, 24)",1.0,22.0
567,"(48, 26)",1.0,22.0
568,"(48, 57)",1.0,22.0
569,"(48, 58)",1.0,22.0
570,"(48, 59)",1.0,22.0
571,"(48, 60)",1.0,22.0
572,"(49, 26)",1.0,22.0
573,"(49, 48)",1.0,22.0
574,"(49, 49)",1.0,22.0
575,"(50, 50)",1.0,22.0
576,"(51, 27)",1.0,22.0
577,"(53, 49)",1.0,22.0
578,"(54, 29)",1.0,22.0
579,"(54, 32)",1.0,22.0
580,"(56, 29)",1.0,22.0
581,"(56, 30)",1.0,22.0
582,"(56, 31)",1.0,22.0
583,"(14, 33)",1.0,23.0
584,"(14, 34)",1.0,23.0
585,"(14, 35)",1.0,23.0
586,"(14, 37)",1.0,23.0
587,"(14, 38)",1.0,23.0
588,"(16, 33)",1.0,23.0
589,"(16, 42)",1.0,23.0
590,"(16, 55)",1.0,23.0
591,"(17, 32)",1.0,23.0
592,"(17, 42)",1.0,23.0
593,"(17, 52)",1.0,23.0
594,"(18, 51)",1.0,23.0
595,"(19, 32)",1.0,23.0
596,"(20, 32)",1.0,23.0
597,"(21, 32)",1.0,23.0
598,"(21, 34)",1.0,23.0
599,"(21, 57)",1.0,23.0
600,"(23, 32)",1.0,23.0
601,"(24, 34)",1.0,23.0
602,"(24, 61)",1.0,23.0
603,"(25, 33)",1.0,23.0
604,"(25, 37)",1.0,23.0
605,"(26, 32)",1.0,23.0
606,"(26, 37)",1.0,23.0
607,"(27, 29)",1.0,23.0
608,"(31, 26)",1.0,23.0
609,"(31, 27)",1.0,23.0
610,"(31, 28)",1.0,23.0
611,"(31, 58)",1.0,23.0
612,"(31, 60)",1.0,23.0
613,"(32, 26)",1.0,23.0
614,"(32, 30)",1.0,23.0
615,"(32, 60)",1.0,23.0
616,"(35, 26)",1.0,23.0
617,"(35, 28)",1.0,23.0
618,"(38, 24)",1.0,23.0
619,"(39, 61)",1.0,23.0
620,"(40, 23)",1.0,23.0
621,"(47, 25)",1.0,23.0
622,"(47, 26)",1.0,23.0
623,"(48, 56)",1.0,23.0
624,"(49, 59)",1.0,23.0
625,"(50, 25)",1.0,23.0
626,"(51, 26)",1.0,23.0
627,"(51, 28)",1.0,23.0
628,"(52, 26)",1.0,23.0
629,"(53, 28)",1.0,23.0
630,"(54, 33)",1.0,23.0
631,"(54, 48)",1.0,23.0
632,"(54, 50)",1.0,23.0
633,"(55, 29)",1.0,23.0
634,"(55, 33)",1.0,23.0
635,"(57, 30)",1.0,23.0
636,"(13, 32)",1.0,24.0
637,"(13, 33)",1.0,24.0
638,"(15, 32)",1.0,24.0
639,"(15, 33)",1.0,24.0
640,"(15, 41)",1.0,24.0
641,"(15, 55)",1.0,24.0
642,"(16, 41)",1.0,24.0
643,"(16, 51)",1.0,24.0
644,"(16, 52)",1.0,24.0
645,"(19, 31)",1.0,24.0
646,"(20, 57)",1.0,24.0
647,"(21, 58)",1.0,24.0
648,"(23, 33)",1.0,24.0
649,"(23, 34)",1.0,24.0
650,"(23, 60)",1.0,24.0
651,"(23, 61)",1.0,24.0
652,"(24, 32)",1.0,24.0
653,"(24, 38)",1.0,24.0
654,"(25, 31)",1.0,24.0
655,"(25, 32)",1.0,24.0
656,"(25, 38)",1.0,24.0
657,"(25, 62)",1.0,24.0
658,"(26, 38)",1.0,24.0
659,"(28, 28)",1.0,24.0
660,"(30, 25)",1.0,24.0
661,"(30, 28)",1.0,24.0
662,"(30, 57)",1.0,24.0
663,"(30, 61)",1.0,24.0
664,"(31, 25)",1.0,24.0
665,"(31, 29)",1.0,24.0
666,"(31, 61)",1.0,24.0
667,"(32, 31)",1.0,24.0
668,"(34, 25)",1.0,24.0
669,"(35, 27)",1.0,24.0
670,"(36, 26)",1.0,24.0
671,"(48, 24)",1.0,24.0
672,"(49, 56)",1.0,24.0
673,"(50, 24)",1.0,24.0
674,"(51, 24)",1.0,24.0
675,"(52, 27)",1.0,24.0
676,"(53, 25)",1.0,24.0
677,"(53, 26)",1.0,24.0
678,"(53, 51)",1.0,24.0
679,"(54, 27)",1.0,24.0
680,"(54, 28)",1.0,24.0
681,"(54, 47)",1.0,24.0
682,"(54, 51)",1.0,24.0
683,"(55, 34)",1.0,24.0
684,"(55, 47)",1.0,24.0
685,"(55, 49)",1.0,24.0
686,"(55, 51)",1.0,24.0
687,"(56, 28)",1.0,24.0
688,"(58, 31)",1.0,24.0
689,"(12, 33)",1.0,25.0
690,"(13, 31)",1.0,25.0
691,"(14, 32)",1.0,25.0
692,"(14, 40)",1.0,25.0
693,"(14, 42)",1.0,25.0
694,"(14, 56)",1.0,25.0
695,"(15, 40)",1.0,25.0
696,"(15, 51)",1.0,25.0
697,"(15, 52)",1.0,25.0
698,"(15, 56)",1.0,25.0
699,"(16, 50)",1.0,25.0
700,"(17, 40)",1.0,25.0
701,"(17, 50)",1.0,25.0
702,"(18, 30)",1.0,25.0
703,"(19, 58)",1.0,25.0
704,"(20, 31)",1.0,25.0
705,"(20, 58)",1.0,25.0
706,"(21, 59)",1.0,25.0
707,"(24, 31)",1.0,25.0
708,"(24, 62)",1.0,25.0
709,"(24, 63)",1.0,25.0
710,"(25, 39)",1.0,25.0
711,"(26, 39)",1.0,25.0
712,"(29, 27)",1.0,25.0
713,"(29, 28)",1.0,25.0
714,"(29, 61)",1.0,25.0
715,"(30, 24)",1.0,25.0
716,"(30, 27)",1.0,25.0
717,"(30, 56)",1.0,25.0
718,"(30, 62)",1.0,25.0
719,"(31, 62)",1.0,25.0
720,"(32, 61)",1.0,25.0
721,"(35, 25)",1.0,25.0
722,"(36, 25)",1.0,25.0
723,"(37, 25)",1.0,25.0
724,"(47, 23)",1.0,25.0
725,"(49, 55)",1.0,25.0
726,"(50, 57)",1.0,25.0
727,"(52, 24)",1.0,25.0
728,"(52, 25)",1.0,25.0
729,"(52, 51)",1.0,25.0
730,"(53, 24)",1.0,25.0
731,"(53, 52)",1.0,25.0
732,"(54, 24)",1.0,25.0
733,"(54, 25)",1.0,25.0
734,"(54, 26)",1.0,25.0
735,"(54, 46)",1.0,25.0
736,"(54, 52)",1.0,25.0
737,"(55, 26)",1.0,25.0
738,"(55, 35)",1.0,25.0
739,"(55, 48)",1.0,25.0
740,"(55, 52)",1.0,25.0
741,"(56, 48)",1.0,25.0
742,"(56, 52)",1.0,25.0
743,"(57, 27)",1.0,25.0
744,"(59, 31)",1.0,25.0
745,"(11, 32)",1.0,26.0
746,"(11, 33)",1.0,26.0
747,"(11, 34)",1.0,26.0
748,"(13, 39)",1.0,26.0
749,"(13, 41)",1.0,26.0
750,"(13, 56)",1.0,26.0
751,"(14, 30)",1.0,26.0
752,"(14, 31)",1.0,26.0
753,"(14, 50)",1.0,26.0
754,"(14, 51)",1.0,26.0
755,"(14, 52)",1.0,26.0
756,"(15, 39)",1.0,26.0
757,"(15, 57)",1.0,26.0
758,"(16, 40)",1.0,26.0
759,"(16, 49)",1.0,26.0
760,"(16, 57)",1.0,26.0
761,"(17, 29)",1.0,26.0
762,"(17, 30)",1.0,26.0
763,"(18, 58)",1.0,26.0
764,"(19, 29)",1.0,26.0
765,"(19, 57)",1.0,26.0
766,"(21, 30)",1.0,26.0
767,"(23, 30)",1.0,26.0
768,"(23, 64)",1.0,26.0
769,"(24, 64)",1.0,26.0
770,"(25, 40)",1.0,26.0
771,"(25, 63)",1.0,26.0
772,"(25, 64)",1.0,26.0
773,"(28, 26)",1.0,26.0
774,"(28, 62)",1.0,26.0
775,"(29, 62)",1.0,26.0
