,position,condition,step
0,"(16, 77)",1.0,1.0
1,"(19, 78)",1.0,1.0
2,"(19, 80)",1.0,1.0
3,"(16, 76)",1.0,2.0
4,"(17, 76)",1.0,2.0
5,"(19, 77)",1.0,2.0
6,"(19, 81)",1.0,2.0
7,"(20, 77)",1.0,2.0
8,"(20, 78)",1.0,2.0
9,"(20, 81)",1.0,2.0
10,"(15, 75)",1.0,3.0
11,"(17, 75)",1.0,3.0
12,"(18, 76)",1.0,3.0
13,"(18, 81)",1.0,3.0
14,"(20, 76)",1.0,3.0
15,"(21, 79)",1.0,3.0
16,"(21, 80)",1.0,3.0
17,"(21, 81)",1.0,3.0
18,"(14, 74)",1.0,4.0
19,"(14, 75)",1.0,4.0
20,"(17, 82)",1.0,4.0
21,"(18, 82)",1.0,4.0
22,"(21, 82)",1.0,4.0
23,"(22, 78)",1.0,4.0
24,"(22, 80)",1.0,4.0
25,"(22, 81)",1.0,4.0
26,"(22, 82)",1.0,4.0
27,"(13, 75)",1.0,5.0
28,"(15, 73)",1.0,5.0
29,"(16, 83)",1.0,5.0
30,"(17, 81)",1.0,5.0
31,"(17, 83)",1.0,5.0
32,"(19, 83)",1.0,5.0
33,"(22, 83)",1.0,5.0
34,"(23, 79)",1.0,5.0
35,"(23, 80)",1.0,5.0
36,"(23, 82)",1.0,5.0
37,"(23, 83)",1.0,5.0
38,"(14, 76)",1.0,6.0
39,"(15, 72)",1.0,6.0
40,"(15, 84)",1.0,6.0
41,"(18, 83)",1.0,6.0
42,"(20, 84)",1.0,6.0
43,"(21, 84)",1.0,6.0
44,"(22, 84)",1.0,6.0
45,"(23, 84)",1.0,6.0
46,"(24, 79)",1.0,6.0
47,"(24, 80)",1.0,6.0
48,"(24, 81)",1.0,6.0
49,"(24, 83)",1.0,6.0
50,"(14, 71)",1.0,7.0
51,"(14, 73)",1.0,7.0
52,"(14, 77)",1.0,7.0
53,"(16, 71)",1.0,7.0
54,"(16, 84)",1.0,7.0
55,"(16, 85)",1.0,7.0
56,"(19, 84)",1.0,7.0
57,"(20, 85)",1.0,7.0
58,"(21, 85)",1.0,7.0
59,"(22, 85)",1.0,7.0
60,"(23, 78)",1.0,7.0
61,"(25, 79)",1.0,7.0
62,"(25, 84)",1.0,7.0
63,"(13, 70)",1.0,8.0
64,"(13, 71)",1.0,8.0
65,"(13, 74)",1.0,8.0
66,"(14, 72)",1.0,8.0
67,"(15, 71)",1.0,8.0
68,"(15, 76)",1.0,8.0
69,"(15, 85)",1.0,8.0
70,"(16, 70)",1.0,8.0
71,"(17, 85)",1.0,8.0
72,"(17, 86)",1.0,8.0
73,"(18, 85)",1.0,8.0
74,"(21, 86)",1.0,8.0
75,"(23, 77)",1.0,8.0
76,"(23, 85)",1.0,8.0
77,"(23, 86)",1.0,8.0
78,"(25, 78)",1.0,8.0
79,"(26, 79)",1.0,8.0
80,"(26, 83)",1.0,8.0
81,"(26, 85)",1.0,8.0
82,"(12, 69)",1.0,9.0
83,"(12, 70)",1.0,9.0
84,"(12, 71)",1.0,9.0
85,"(12, 75)",1.0,9.0
86,"(14, 69)",1.0,9.0
87,"(14, 86)",1.0,9.0
88,"(15, 69)",1.0,9.0
89,"(16, 86)",1.0,9.0
90,"(16, 87)",1.0,9.0
91,"(17, 69)",1.0,9.0
92,"(18, 86)",1.0,9.0
93,"(18, 87)",1.0,9.0
94,"(19, 86)",1.0,9.0
95,"(24, 77)",1.0,9.0
96,"(24, 86)",1.0,9.0
97,"(24, 87)",1.0,9.0
98,"(25, 77)",1.0,9.0
99,"(25, 86)",1.0,9.0
100,"(26, 77)",1.0,9.0
101,"(26, 82)",1.0,9.0
102,"(26, 84)",1.0,9.0
103,"(27, 82)",1.0,9.0
104,"(27, 84)",1.0,9.0
105,"(11, 69)",1.0,10.0
106,"(11, 70)",1.0,10.0
107,"(11, 71)",1.0,10.0
108,"(11, 72)",1.0,10.0
109,"(13, 68)",1.0,10.0
110,"(13, 85)",1.0,10.0
111,"(14, 68)",1.0,10.0
112,"(16, 88)",1.0,10.0
113,"(17, 68)",1.0,10.0
114,"(17, 87)",1.0,10.0
115,"(18, 70)",1.0,10.0
116,"(18, 88)",1.0,10.0
117,"(19, 88)",1.0,10.0
118,"(20, 87)",1.0,10.0
119,"(23, 87)",1.0,10.0
120,"(23, 88)",1.0,10.0
121,"(24, 76)",1.0,10.0
122,"(25, 87)",1.0,10.0
123,"(25, 88)",1.0,10.0
124,"(26, 76)",1.0,10.0
125,"(28, 84)",1.0,10.0
126,"(28, 85)",1.0,10.0
127,"(10, 70)",1.0,11.0
128,"(11, 73)",1.0,11.0
129,"(12, 84)",1.0,11.0
130,"(12, 86)",1.0,11.0
131,"(13, 69)",1.0,11.0
132,"(14, 67)",1.0,11.0
133,"(15, 67)",1.0,11.0
134,"(16, 67)",1.0,11.0
135,"(16, 89)",1.0,11.0
136,"(17, 70)",1.0,11.0
137,"(18, 67)",1.0,11.0
138,"(18, 69)",1.0,11.0
139,"(18, 71)",1.0,11.0
140,"(18, 89)",1.0,11.0
141,"(19, 69)",1.0,11.0
142,"(19, 70)",1.0,11.0
143,"(19, 89)",1.0,11.0
144,"(21, 87)",1.0,11.0
145,"(22, 88)",1.0,11.0
146,"(23, 89)",1.0,11.0
147,"(24, 75)",1.0,11.0
148,"(24, 88)",1.0,11.0
149,"(25, 75)",1.0,11.0
150,"(26, 87)",1.0,11.0
151,"(27, 86)",1.0,11.0
