,position,condition,step
196,"(65, 76)",1.0,18.0
197,"(66, 72)",1.0,18.0
198,"(67, 70)",1.0,18.0
199,"(67, 72)",1.0,18.0
200,"(48, 54)",1.0,19.0
201,"(48, 57)",1.0,19.0
202,"(49, 58)",1.0,19.0
203,"(49, 60)",1.0,19.0
204,"(51, 51)",1.0,19.0
205,"(51, 81)",1.0,19.0
206,"(53, 51)",1.0,19.0
207,"(54, 82)",1.0,19.0
208,"(55, 81)",1.0,19.0
209,"(56, 59)",1.0,19.0
210,"(56, 60)",1.0,19.0
211,"(56, 81)",1.0,19.0
212,"(61, 82)",1.0,19.0
213,"(62, 54)",1.0,19.0
214,"(63, 54)",1.0,19.0
215,"(66, 70)",1.0,19.0
216,"(68, 69)",1.0,19.0
217,"(68, 71)",1.0,19.0
218,"(68, 73)",1.0,19.0
219,"(47, 57)",1.0,20.0
220,"(48, 53)",1.0,20.0
221,"(48, 61)",1.0,20.0
222,"(50, 61)",1.0,20.0
223,"(51, 82)",1.0,20.0
224,"(52, 50)",1.0,20.0
225,"(55, 58)",1.0,20.0
226,"(56, 61)",1.0,20.0
227,"(57, 81)",1.0,20.0
228,"(61, 83)",1.0,20.0
229,"(67, 74)",1.0,20.0
230,"(68, 68)",1.0,20.0
231,"(69, 68)",1.0,20.0
232,"(69, 70)",1.0,20.0
233,"(46, 57)",1.0,21.0
234,"(46, 58)",1.0,21.0
235,"(47, 56)",1.0,21.0
236,"(47, 60)",1.0,21.0
237,"(47, 61)",1.0,21.0
238,"(47, 62)",1.0,21.0
239,"(48, 52)",1.0,21.0
240,"(48, 58)",1.0,21.0
241,"(48, 60)",1.0,21.0
242,"(48, 62)",1.0,21.0
243,"(49, 62)",1.0,21.0
244,"(50, 83)",1.0,21.0
245,"(52, 83)",1.0,21.0
246,"(53, 49)",1.0,21.0
247,"(55, 61)",1.0,21.0
248,"(57, 60)",1.0,21.0
249,"(60, 84)",1.0,21.0
250,"(61, 84)",1.0,21.0
251,"(62, 83)",1.0,21.0
252,"(66, 75)",1.0,21.0
253,"(67, 67)",1.0,21.0
254,"(68, 67)",1.0,21.0
255,"(69, 69)",1.0,21.0
256,"(70, 68)",1.0,21.0
257,"(70, 69)",1.0,21.0
258,"(70, 70)",1.0,21.0
259,"(45, 57)",1.0,22.0
260,"(45, 59)",1.0,22.0
261,"(46, 56)",1.0,22.0
262,"(46, 59)",1.0,22.0
263,"(46, 60)",1.0,22.0
264,"(46, 61)",1.0,22.0
265,"(47, 58)",1.0,22.0
266,"(47, 59)",1.0,22.0
267,"(49, 63)",1.0,22.0
268,"(50, 63)",1.0,22.0
269,"(51, 84)",1.0,22.0
270,"(52, 48)",1.0,22.0
271,"(54, 48)",1.0,22.0
272,"(54, 61)",1.0,22.0
273,"(54, 62)",1.0,22.0
274,"(56, 62)",1.0,22.0
275,"(58, 60)",1.0,22.0
276,"(58, 61)",1.0,22.0
277,"(60, 83)",1.0,22.0
278,"(60, 85)",1.0,22.0
279,"(63, 84)",1.0,22.0
280,"(66, 74)",1.0,22.0
281,"(67, 66)",1.0,22.0
282,"(67, 76)",1.0,22.0
283,"(69, 66)",1.0,22.0
284,"(70, 67)",1.0,22.0
285,"(71, 67)",1.0,22.0
286,"(71, 69)",1.0,22.0
287,"(71, 70)",1.0,22.0
288,"(44, 56)",1.0,23.0
289,"(44, 58)",1.0,23.0
290,"(44, 59)",1.0,23.0
291,"(44, 60)",1.0,23.0
292,"(45, 55)",1.0,23.0
293,"(45, 58)",1.0,23.0
294,"(45, 60)",1.0,23.0
295,"(45, 61)",1.0,23.0
296,"(51, 47)",1.0,23.0
297,"(51, 48)",1.0,23.0
298,"(51, 85)",1.0,23.0
299,"(53, 47)",1.0,23.0
300,"(53, 48)",1.0,23.0
301,"(54, 47)",1.0,23.0
302,"(55, 48)",1.0,23.0
303,"(55, 49)",1.0,23.0
304,"(55, 63)",1.0,23.0
305,"(56, 63)",1.0,23.0
306,"(57, 61)",1.0,23.0
307,"(59, 85)",1.0,23.0
308,"(59, 86)",1.0,23.0
309,"(60, 86)",1.0,23.0
310,"(62, 85)",1.0,23.0
311,"(64, 84)",1.0,23.0
312,"(64, 85)",1.0,23.0
313,"(66, 65)",1.0,23.0
314,"(66, 66)",1.0,23.0
315,"(66, 67)",1.0,23.0
316,"(66, 77)",1.0,23.0
317,"(67, 65)",1.0,23.0
318,"(68, 65)",1.0,23.0
319,"(68, 75)",1.0,23.0
320,"(71, 66)",1.0,23.0
321,"(71, 71)",1.0,23.0
322,"(72, 68)",1.0,23.0
323,"(72, 69)",1.0,23.0
324,"(43, 59)",1.0,24.0
325,"(43, 60)",1.0,24.0
326,"(44, 55)",1.0,24.0
327,"(44, 61)",1.0,24.0
328,"(45, 54)",1.0,24.0
329,"(50, 46)",1.0,24.0
330,"(50, 85)",1.0,24.0
331,"(50, 86)",1.0,24.0
332,"(51, 86)",1.0,24.0
333,"(52, 46)",1.0,24.0
334,"(54, 46)",1.0,24.0
335,"(56, 47)",1.0,24.0
336,"(56, 50)",1.0,24.0
337,"(56, 64)",1.0,24.0
338,"(58, 84)",1.0,24.0
339,"(58, 85)",1.0,24.0
340,"(58, 87)",1.0,24.0
341,"(59, 87)",1.0,24.0
342,"(61, 86)",1.0,24.0
343,"(61, 87)",1.0,24.0
344,"(65, 64)",1.0,24.0
345,"(65, 66)",1.0,24.0
346,"(65, 67)",1.0,24.0
347,"(65, 68)",1.0,24.0
348,"(66, 68)",1.0,24.0
349,"(67, 64)",1.0,24.0
350,"(67, 75)",1.0,24.0
351,"(67, 78)",1.0,24.0
352,"(69, 64)",1.0,24.0
353,"(69, 75)",1.0,24.0
354,"(70, 65)",1.0,24.0
355,"(70, 72)",1.0,24.0
356,"(72, 65)",1.0,24.0
357,"(72, 66)",1.0,24.0
358,"(72, 67)",1.0,24.0
359,"(72, 72)",1.0,24.0
360,"(73, 68)",1.0,24.0
361,"(73, 69)",1.0,24.0
362,"(73, 70)",1.0,24.0
363,"(42, 59)",1.0,25.0
364,"(42, 60)",1.0,25.0
365,"(42, 61)",1.0,25.0
366,"(43, 54)",1.0,25.0
367,"(43, 61)",1.0,25.0
368,"(43, 62)",1.0,25.0
369,"(45, 53)",1.0,25.0
370,"(46, 54)",1.0,25.0
371,"(49, 85)",1.0,25.0
372,"(49, 86)",1.0,25.0
373,"(49, 87)",1.0,25.0
374,"(50, 45)",1.0,25.0
375,"(50, 87)",1.0,25.0
376,"(51, 45)",1.0,25.0
377,"(51, 46)",1.0,25.0
378,"(53, 45)",1.0,25.0
379,"(55, 45)",1.0,25.0
380,"(55, 46)",1.0,25.0
381,"(56, 46)",1.0,25.0
382,"(56, 49)",1.0,25.0
383,"(56, 51)",1.0,25.0
384,"(56, 65)",1.0,25.0
385,"(57, 46)",1.0,25.0
386,"(57, 49)",1.0,25.0
387,"(57, 50)",1.0,25.0
388,"(57, 85)",1.0,25.0
389,"(57, 86)",1.0,25.0
390,"(57, 87)",1.0,25.0
391,"(58, 88)",1.0,25.0
392,"(62, 87)",1.0,25.0
393,"(62, 88)",1.0,25.0
394,"(64, 65)",1.0,25.0
395,"(64, 66)",1.0,25.0
396,"(64, 67)",1.0,25.0
397,"(65, 63)",1.0,25.0
398,"(66, 63)",1.0,25.0
399,"(66, 79)",1.0,25.0
400,"(69, 63)",1.0,25.0
401,"(69, 65)",1.0,25.0
402,"(70, 64)",1.0,25.0
403,"(70, 73)",1.0,25.0
404,"(70, 74)",1.0,25.0
405,"(71, 64)",1.0,25.0
406,"(71, 73)",1.0,25.0
407,"(73, 65)",1.0,25.0
408,"(73, 66)",1.0,25.0
409,"(73, 71)",1.0,25.0
410,"(73, 72)",1.0,25.0
411,"(73, 73)",1.0,25.0
412,"(74, 70)",1.0,25.0
413,"(41, 60)",1.0,26.0
414,"(42, 55)",1.0,26.0
415,"(42, 62)",1.0,26.0
416,"(44, 52)",1.0,26.0
417,"(44, 62)",1.0,26.0
418,"(44, 63)",1.0,26.0
419,"(46, 52)",1.0,26.0
420,"(48, 86)",1.0,26.0
421,"(48, 87)",1.0,26.0
422,"(49, 88)",1.0,26.0
423,"(50, 44)",1.0,26.0
424,"(51, 44)",1.0,26.0
425,"(51, 88)",1.0,26.0
426,"(52, 45)",1.0,26.0
427,"(53, 44)",1.0,26.0
428,"(54, 44)",1.0,26.0
429,"(54, 45)",1.0,26.0
430,"(56, 45)",1.0,26.0
431,"(56, 85)",1.0,26.0
432,"(58, 45)",1.0,26.0
433,"(58, 89)",1.0,26.0
434,"(59, 89)",1.0,26.0
435,"(62, 89)",1.0,26.0
436,"(63, 65)",1.0,26.0
437,"(63, 66)",1.0,26.0
438,"(63, 87)",1.0,26.0
439,"(63, 88)",1.0,26.0
440,"(64, 64)",1.0,26.0
441,"(65, 78)",1.0,26.0
442,"(67, 79)",1.0,26.0
443,"(68, 62)",1.0,26.0
444,"(69, 62)",1.0,26.0
445,"(69, 73)",1.0,26.0
446,"(71, 75)",1.0,26.0
447,"(72, 64)",1.0,26.0
448,"(72, 73)",1.0,26.0
449,"(73, 64)",1.0,26.0
450,"(73, 74)",1.0,26.0
451,"(74, 66)",1.0,26.0
452,"(74, 71)",1.0,26.0
453,"(74, 72)",1.0,26.0
454,"(74, 74)",1.0,26.0
455,"(75, 70)",1.0,26.0
456,"(40, 59)",1.0,27.0
457,"(40, 60)",1.0,27.0
458,"(41, 56)",1.0,27.0
459,"(41, 61)",1.0,27.0
460,"(42, 56)",1.0,27.0
461,"(42, 63)",1.0,27.0
462,"(44, 64)",1.0,27.0
463,"(45, 51)",1.0,27.0
464,"(45, 63)",1.0,27.0
465,"(47, 52)",1.0,27.0
466,"(47, 53)",1.0,27.0
467,"(47, 86)",1.0,27.0
468,"(48, 88)",1.0,27.0
469,"(49, 43)",1.0,27.0
470,"(50, 43)",1.0,27.0
471,"(50, 89)",1.0,27.0
472,"(51, 89)",1.0,27.0
473,"(52, 43)",1.0,27.0
474,"(52, 44)",1.0,27.0
475,"(54, 43)",1.0,27.0
476,"(55, 43)",1.0,27.0
477,"(55, 85)",1.0,27.0
478,"(55, 86)",1.0,27.0
479,"(56, 44)",1.0,27.0
480,"(57, 44)",1.0,27.0
481,"(57, 90)",1.0,27.0
482,"(58, 90)",1.0,27.0
483,"(59, 45)",1.0,27.0
484,"(60, 90)",1.0,27.0
485,"(61, 89)",1.0,27.0
486,"(61, 90)",1.0,27.0
487,"(62, 65)",1.0,27.0
488,"(63, 63)",1.0,27.0
489,"(63, 64)",1.0,27.0
490,"(63, 90)",1.0,27.0
491,"(64, 89)",1.0,27.0
492,"(68, 78)",1.0,27.0
493,"(68, 80)",1.0,27.0
494,"(70, 61)",1.0,27.0
495,"(70, 76)",1.0,27.0
496,"(71, 76)",1.0,27.0
497,"(74, 63)",1.0,27.0
498,"(74, 73)",1.0,27.0
499,"(75, 65)",1.0,27.0
500,"(75, 66)",1.0,27.0
501,"(75, 69)",1.0,27.0
502,"(75, 72)",1.0,27.0
503,"(75, 74)",1.0,27.0
504,"(76, 69)",1.0,27.0
505,"(39, 59)",1.0,28.0
506,"(39, 60)",1.0,28.0
507,"(40, 55)",1.0,28.0
508,"(40, 58)",1.0,28.0
509,"(41, 59)",1.0,28.0
510,"(42, 57)",1.0,28.0
511,"(42, 64)",1.0,28.0
512,"(44, 50)",1.0,28.0
513,"(45, 50)",1.0,28.0
514,"(45, 65)",1.0,28.0
515,"(46, 51)",1.0,28.0
516,"(46, 85)",1.0,28.0
517,"(46, 86)",1.0,28.0
518,"(47, 85)",1.0,28.0
519,"(47, 89)",1.0,28.0
520,"(48, 42)",1.0,28.0
521,"(48, 43)",1.0,28.0
522,"(48, 44)",1.0,28.0
523,"(48, 89)",1.0,28.0
524,"(49, 42)",1.0,28.0
525,"(50, 42)",1.0,28.0
526,"(50, 90)",1.0,28.0
527,"(51, 42)",1.0,28.0
528,"(51, 90)",1.0,28.0
529,"(52, 42)",1.0,28.0
530,"(52, 90)",1.0,28.0
531,"(54, 85)",1.0,28.0
532,"(54, 87)",1.0,28.0
533,"(55, 84)",1.0,28.0
534,"(56, 43)",1.0,28.0
535,"(56, 87)",1.0,28.0
536,"(56, 89)",1.0,28.0
537,"(56, 90)",1.0,28.0
538,"(57, 43)",1.0,28.0
539,"(58, 44)",1.0,28.0
540,"(58, 91)",1.0,28.0
541,"(59, 90)",1.0,28.0
542,"(62, 63)",1.0,28.0
543,"(64, 63)",1.0,28.0
544,"(64, 90)",1.0,28.0
545,"(65, 88)",1.0,28.0
546,"(65, 89)",1.0,28.0
547,"(69, 77)",1.0,28.0
548,"(69, 79)",1.0,28.0
549,"(69, 81)",1.0,28.0
550,"(70, 62)",1.0,28.0
551,"(71, 62)",1.0,28.0
552,"(71, 77)",1.0,28.0
553,"(73, 62)",1.0,28.0
554,"(74, 62)",1.0,28.0
555,"(74, 64)",1.0,28.0
556,"(75, 64)",1.0,28.0
557,"(75, 68)",1.0,28.0
558,"(76, 65)",1.0,28.0
559,"(76, 66)",1.0,28.0
560,"(76, 72)",1.0,28.0
561,"(76, 73)",1.0,28.0
562,"(76, 74)",1.0,28.0
563,"(76, 75)",1.0,28.0
564,"(39, 54)",1.0,29.0
565,"(39, 55)",1.0,29.0
566,"(39, 56)",1.0,29.0
567,"(40, 56)",1.0,29.0
568,"(42, 58)",1.0,29.0
569,"(43, 49)",1.0,29.0
570,"(45, 49)",1.0,29.0
571,"(45, 85)",1.0,29.0
572,"(46, 66)",1.0,29.0
573,"(46, 89)",1.0,29.0
574,"(46, 90)",1.0,29.0
575,"(47, 41)",1.0,29.0
576,"(47, 42)",1.0,29.0
577,"(47, 84)",1.0,29.0
578,"(48, 90)",1.0,29.0
579,"(49, 90)",1.0,29.0
580,"(50, 91)",1.0,29.0
581,"(53, 41)",1.0,29.0
582,"(54, 83)",1.0,29.0
583,"(54, 86)",1.0,29.0
584,"(55, 87)",1.0,29.0
585,"(55, 88)",1.0,29.0
586,"(55, 89)",1.0,29.0
587,"(55, 90)",1.0,29.0
588,"(56, 84)",1.0,29.0
589,"(57, 42)",1.0,29.0
590,"(57, 91)",1.0,29.0
591,"(58, 43)",1.0,29.0
592,"(58, 92)",1.0,29.0
593,"(59, 43)",1.0,29.0
594,"(59, 92)",1.0,29.0
595,"(61, 64)",1.0,29.0
596,"(62, 62)",1.0,29.0
597,"(66, 89)",1.0,29.0
598,"(66, 90)",1.0,29.0
599,"(69, 80)",1.0,29.0
600,"(70, 78)",1.0,29.0
601,"(70, 79)",1.0,29.0
602,"(70, 81)",1.0,29.0
603,"(72, 62)",1.0,29.0
604,"(72, 77)",1.0,29.0
605,"(73, 61)",1.0,29.0
606,"(75, 75)",1.0,29.0
607,"(76, 63)",1.0,29.0
608,"(76, 76)",1.0,29.0
609,"(77, 65)",1.0,29.0
610,"(77, 66)",1.0,29.0
611,"(77, 73)",1.0,29.0
612,"(77, 74)",1.0,29.0
613,"(38, 53)",1.0,30.0
614,"(38, 55)",1.0,30.0
615,"(38, 56)",1.0,30.0
616,"(43, 50)",1.0,30.0
617,"(44, 48)",1.0,30.0
618,"(44, 85)",1.0,30.0
619,"(45, 66)",1.0,30.0
620,"(45, 67)",1.0,30.0
621,"(45, 84)",1.0,30.0
622,"(45, 88)",1.0,30.0
623,"(45, 89)",1.0,30.0
624,"(46, 41)",1.0,30.0
625,"(46, 42)",1.0,30.0
626,"(46, 43)",1.0,30.0
627,"(46, 48)",1.0,30.0
628,"(46, 67)",1.0,30.0
629,"(47, 65)",1.0,30.0
630,"(47, 66)",1.0,30.0
631,"(47, 67)",1.0,30.0
632,"(47, 83)",1.0,30.0
633,"(47, 91)",1.0,30.0
634,"(48, 40)",1.0,30.0
635,"(51, 91)",1.0,30.0
636,"(51, 92)",1.0,30.0
637,"(52, 40)",1.0,30.0
638,"(54, 40)",1.0,30.0
639,"(54, 41)",1.0,30.0
640,"(54, 89)",1.0,30.0
641,"(54, 91)",1.0,30.0
642,"(56, 91)",1.0,30.0
643,"(58, 41)",1.0,30.0
644,"(58, 42)",1.0,30.0
645,"(58, 93)",1.0,30.0
646,"(59, 42)",1.0,30.0
647,"(59, 93)",1.0,30.0
648,"(60, 92)",1.0,30.0
649,"(66, 91)",1.0,30.0
650,"(67, 88)",1.0,30.0
651,"(67, 90)",1.0,30.0
652,"(69, 82)",1.0,30.0
653,"(71, 79)",1.0,30.0
654,"(71, 80)",1.0,30.0
655,"(71, 81)",1.0,30.0
656,"(72, 60)",1.0,30.0
657,"(73, 77)",1.0,30.0
658,"(75, 77)",1.0,30.0
659,"(76, 62)",1.0,30.0
660,"(76, 77)",1.0,30.0
661,"(77, 62)",1.0,30.0
662,"(77, 64)",1.0,30.0
663,"(77, 67)",1.0,30.0
664,"(78, 64)",1.0,30.0
665,"(78, 66)",1.0,30.0
666,"(78, 73)",1.0,30.0
667,"(37, 52)",1.0,31.0
668,"(37, 53)",1.0,31.0
669,"(39, 52)",1.0,31.0
670,"(43, 47)",1.0,31.0
671,"(43, 84)",1.0,31.0
672,"(43, 86)",1.0,31.0
673,"(44, 66)",1.0,31.0
674,"(44, 68)",1.0,31.0
675,"(44, 83)",1.0,31.0
676,"(44, 90)",1.0,31.0
677,"(45, 41)",1.0,31.0
678,"(45, 42)",1.0,31.0
679,"(45, 43)",1.0,31.0
680,"(45, 68)",1.0,31.0
681,"(45, 87)",1.0,31.0
682,"(46, 49)",1.0,31.0
683,"(46, 68)",1.0,31.0
684,"(46, 92)",1.0,31.0
685,"(47, 39)",1.0,31.0
686,"(48, 39)",1.0,31.0
687,"(48, 64)",1.0,31.0
688,"(48, 67)",1.0,31.0
689,"(48, 68)",1.0,31.0
690,"(49, 39)",1.0,31.0
691,"(49, 40)",1.0,31.0
692,"(51, 39)",1.0,31.0
693,"(52, 93)",1.0,31.0
694,"(53, 90)",1.0,31.0
695,"(54, 39)",1.0,31.0
696,"(55, 40)",1.0,31.0
697,"(57, 41)",1.0,31.0
698,"(57, 92)",1.0,31.0
699,"(59, 41)",1.0,31.0
700,"(59, 94)",1.0,31.0
701,"(60, 41)",1.0,31.0
702,"(60, 43)",1.0,31.0
703,"(60, 93)",1.0,31.0
704,"(60, 94)",1.0,31.0
705,"(61, 92)",1.0,31.0
706,"(65, 92)",1.0,31.0
707,"(66, 87)",1.0,31.0
708,"(67, 87)",1.0,31.0
709,"(68, 88)",1.0,31.0
710,"(68, 89)",1.0,31.0
711,"(69, 83)",1.0,31.0
712,"(72, 59)",1.0,31.0
713,"(72, 79)",1.0,31.0
714,"(72, 80)",1.0,31.0
715,"(72, 81)",1.0,31.0
716,"(76, 61)",1.0,31.0
717,"(76, 78)",1.0,31.0
718,"(77, 63)",1.0,31.0
719,"(77, 68)",1.0,31.0
720,"(77, 78)",1.0,31.0
721,"(78, 61)",1.0,31.0
722,"(78, 62)",1.0,31.0
723,"(78, 67)",1.0,31.0
724,"(78, 68)",1.0,31.0
725,"(79, 64)",1.0,31.0
726,"(79, 65)",1.0,31.0
727,"(79, 73)",1.0,31.0
728,"(79, 74)",1.0,31.0
729,"(36, 52)",1.0,32.0
730,"(36, 54)",1.0,32.0
731,"(38, 51)",1.0,32.0
732,"(38, 52)",1.0,32.0
733,"(40, 52)",1.0,32.0
734,"(42, 46)",1.0,32.0
735,"(42, 48)",1.0,32.0
736,"(42, 84)",1.0,32.0
737,"(42, 85)",1.0,32.0
738,"(43, 67)",1.0,32.0
739,"(43, 82)",1.0,32.0
740,"(43, 83)",1.0,32.0
741,"(43, 91)",1.0,32.0
742,"(44, 41)",1.0,32.0
743,"(44, 42)",1.0,32.0
744,"(44, 43)",1.0,32.0
745,"(44, 44)",1.0,32.0
746,"(44, 46)",1.0,32.0
747,"(44, 69)",1.0,32.0
748,"(44, 82)",1.0,32.0
749,"(44, 89)",1.0,32.0
750,"(45, 40)",1.0,32.0
751,"(45, 69)",1.0,32.0
752,"(45, 82)",1.0,32.0
753,"(47, 38)",1.0,32.0
754,"(47, 69)",1.0,32.0
755,"(47, 93)",1.0,32.0
756,"(48, 69)",1.0,32.0
757,"(49, 38)",1.0,32.0
758,"(49, 67)",1.0,32.0
759,"(49, 68)",1.0,32.0
760,"(50, 39)",1.0,32.0
761,"(50, 40)",1.0,32.0
762,"(52, 38)",1.0,32.0
763,"(52, 39)",1.0,32.0
764,"(52, 94)",1.0,32.0
765,"(53, 39)",1.0,32.0
766,"(53, 93)",1.0,32.0
767,"(54, 38)",1.0,32.0
768,"(55, 38)",1.0,32.0
769,"(58, 40)",1.0,32.0
770,"(59, 40)",1.0,32.0
771,"(60, 40)",1.0,32.0
772,"(60, 95)",1.0,32.0
773,"(61, 91)",1.0,32.0
774,"(62, 92)",1.0,32.0
775,"(62, 93)",1.0,32.0
