,position,condition,step
0,"(37, 14)",1.0,1.0
1,"(36, 14)",1.0,2.0
2,"(35, 13)",1.0,3.0
3,"(36, 15)",1.0,3.0
4,"(35, 12)",1.0,4.0
5,"(36, 16)",1.0,4.0
6,"(37, 15)",1.0,4.0
7,"(36, 11)",1.0,5.0
8,"(36, 17)",1.0,5.0
9,"(37, 17)",1.0,5.0
10,"(35, 17)",1.0,6.0
11,"(36, 10)",1.0,6.0
12,"(36, 18)",1.0,6.0
13,"(37, 11)",1.0,6.0
14,"(37, 18)",1.0,6.0
15,"(38, 17)",1.0,6.0
16,"(35, 9)",1.0,7.0
17,"(35, 18)",1.0,7.0
18,"(36, 19)",1.0,7.0
19,"(37, 9)",1.0,7.0
20,"(38, 11)",1.0,7.0
21,"(34, 8)",1.0,8.0
22,"(34, 19)",1.0,8.0
23,"(37, 20)",1.0,8.0
24,"(38, 8)",1.0,8.0
25,"(39, 11)",1.0,8.0
26,"(39, 12)",1.0,8.0
27,"(33, 7)",1.0,9.0
28,"(33, 9)",1.0,9.0
29,"(35, 19)",1.0,9.0
30,"(37, 8)",1.0,9.0
31,"(37, 21)",1.0,9.0
32,"(38, 19)",1.0,9.0
33,"(38, 20)",1.0,9.0
34,"(39, 9)",1.0,9.0
35,"(39, 10)",1.0,9.0
36,"(40, 11)",1.0,9.0
37,"(40, 13)",1.0,9.0
38,"(32, 7)",1.0,10.0
39,"(34, 6)",1.0,10.0
40,"(34, 18)",1.0,10.0
41,"(36, 7)",1.0,10.0
42,"(36, 21)",1.0,10.0
43,"(38, 9)",1.0,10.0
44,"(38, 21)",1.0,10.0
45,"(39, 14)",1.0,10.0
46,"(39, 18)",1.0,10.0
47,"(39, 20)",1.0,10.0
48,"(40, 14)",1.0,10.0
49,"(41, 13)",1.0,10.0
50,"(41, 14)",1.0,10.0
51,"(31, 6)",1.0,11.0
52,"(31, 7)",1.0,11.0
53,"(31, 8)",1.0,11.0
54,"(32, 6)",1.0,11.0
55,"(34, 17)",1.0,11.0
56,"(35, 5)",1.0,11.0
57,"(35, 6)",1.0,11.0
58,"(36, 8)",1.0,11.0
59,"(39, 15)",1.0,11.0
60,"(39, 21)",1.0,11.0
61,"(39, 22)",1.0,11.0
62,"(40, 15)",1.0,11.0
63,"(40, 17)",1.0,11.0
64,"(40, 18)",1.0,11.0
65,"(40, 19)",1.0,11.0
66,"(40, 20)",1.0,11.0
67,"(41, 15)",1.0,11.0
68,"(42, 14)",1.0,11.0
69,"(30, 5)",1.0,12.0
70,"(30, 6)",1.0,12.0
71,"(30, 7)",1.0,12.0
72,"(32, 5)",1.0,12.0
73,"(33, 18)",1.0,12.0
74,"(34, 4)",1.0,12.0
75,"(35, 7)",1.0,12.0
76,"(36, 4)",1.0,12.0
77,"(36, 5)",1.0,12.0
78,"(38, 23)",1.0,12.0
79,"(39, 16)",1.0,12.0
80,"(41, 16)",1.0,12.0
81,"(41, 19)",1.0,12.0
82,"(41, 21)",1.0,12.0
83,"(42, 13)",1.0,12.0
84,"(29, 4)",1.0,13.0
85,"(29, 5)",1.0,13.0
86,"(29, 7)",1.0,13.0
87,"(31, 5)",1.0,13.0
88,"(32, 4)",1.0,13.0
89,"(33, 17)",1.0,13.0
90,"(34, 3)",1.0,13.0
91,"(36, 3)",1.0,13.0
92,"(38, 24)",1.0,13.0
93,"(41, 20)",1.0,13.0
94,"(41, 22)",1.0,13.0
95,"(42, 20)",1.0,13.0
96,"(43, 12)",1.0,13.0
97,"(28, 4)",1.0,14.0
98,"(28, 6)",1.0,14.0
99,"(28, 7)",1.0,14.0
100,"(29, 3)",1.0,14.0
101,"(30, 4)",1.0,14.0
102,"(31, 3)",1.0,14.0
103,"(32, 16)",1.0,14.0
104,"(36, 2)",1.0,14.0
105,"(40, 23)",1.0,14.0
106,"(41, 23)",1.0,14.0
107,"(42, 11)",1.0,14.0
108,"(42, 22)",1.0,14.0
109,"(43, 20)",1.0,14.0
110,"(27, 4)",1.0,15.0
111,"(27, 5)",1.0,15.0
112,"(30, 2)",1.0,15.0
113,"(31, 2)",1.0,15.0
114,"(31, 15)",1.0,15.0
115,"(32, 2)",1.0,15.0
116,"(32, 3)",1.0,15.0
117,"(32, 15)",1.0,15.0
118,"(33, 15)",1.0,15.0
119,"(41, 10)",1.0,15.0
120,"(41, 11)",1.0,15.0
121,"(41, 24)",1.0,15.0
122,"(43, 10)",1.0,15.0
123,"(43, 11)",1.0,15.0
124,"(44, 19)",1.0,15.0
125,"(44, 20)",1.0,15.0
126,"(44, 21)",1.0,15.0
127,"(26, 3)",1.0,16.0
128,"(26, 4)",1.0,16.0
129,"(26, 5)",1.0,16.0
130,"(27, 3)",1.0,16.0
131,"(29, 1)",1.0,16.0
