,position,condition,step
95,"(8, 81)",1.0,11.0
96,"(10, 81)",1.0,11.0
97,"(15, 61)",1.0,11.0
98,"(16, 71)",1.0,11.0
99,"(17, 59)",1.0,11.0
100,"(17, 60)",1.0,11.0
101,"(17, 71)",1.0,11.0
102,"(18, 71)",1.0,11.0
103,"(19, 62)",1.0,11.0
104,"(3, 72)",1.0,12.0
105,"(3, 74)",1.0,12.0
106,"(3, 75)",1.0,12.0
107,"(4, 69)",1.0,12.0
108,"(5, 78)",1.0,12.0
109,"(5, 80)",1.0,12.0
110,"(6, 69)",1.0,12.0
111,"(6, 80)",1.0,12.0
112,"(7, 69)",1.0,12.0
113,"(7, 81)",1.0,12.0
114,"(7, 82)",1.0,12.0
115,"(11, 81)",1.0,12.0
116,"(14, 62)",1.0,12.0
117,"(15, 72)",1.0,12.0
118,"(16, 59)",1.0,12.0
119,"(16, 72)",1.0,12.0
120,"(17, 72)",1.0,12.0
121,"(18, 59)",1.0,12.0
122,"(18, 60)",1.0,12.0
123,"(18, 72)",1.0,12.0
124,"(19, 63)",1.0,12.0
125,"(19, 72)",1.0,12.0
126,"(20, 61)",1.0,12.0
127,"(20, 62)",1.0,12.0
128,"(20, 63)",1.0,12.0
129,"(2, 72)",1.0,13.0
130,"(2, 75)",1.0,13.0
131,"(4, 68)",1.0,13.0
132,"(4, 75)",1.0,13.0
133,"(4, 76)",1.0,13.0
134,"(4, 77)",1.0,13.0
135,"(4, 78)",1.0,13.0
136,"(5, 81)",1.0,13.0
137,"(6, 68)",1.0,13.0
138,"(6, 81)",1.0,13.0
139,"(6, 83)",1.0,13.0
140,"(7, 68)",1.0,13.0
141,"(7, 83)",1.0,13.0
142,"(11, 82)",1.0,13.0
143,"(12, 80)",1.0,13.0
144,"(15, 58)",1.0,13.0
145,"(15, 73)",1.0,13.0
146,"(18, 73)",1.0,13.0
147,"(19, 64)",1.0,13.0
148,"(19, 71)",1.0,13.0
149,"(20, 71)",1.0,13.0
150,"(20, 72)",1.0,13.0
151,"(20, 73)",1.0,13.0
152,"(21, 60)",1.0,13.0
153,"(21, 62)",1.0,13.0
154,"(21, 63)",1.0,13.0
155,"(1, 71)",1.0,14.0
156,"(1, 72)",1.0,14.0
157,"(1, 74)",1.0,14.0
158,"(1, 75)",1.0,14.0
159,"(2, 71)",1.0,14.0
160,"(3, 76)",1.0,14.0
161,"(3, 77)",1.0,14.0
162,"(3, 79)",1.0,14.0
163,"(4, 67)",1.0,14.0
164,"(5, 67)",1.0,14.0
165,"(5, 82)",1.0,14.0
166,"(5, 83)",1.0,14.0
167,"(5, 84)",1.0,14.0
168,"(6, 82)",1.0,14.0
169,"(7, 67)",1.0,14.0
170,"(8, 67)",1.0,14.0
171,"(12, 82)",1.0,14.0
172,"(14, 58)",1.0,14.0
173,"(14, 59)",1.0,14.0
174,"(14, 74)",1.0,14.0
175,"(15, 57)",1.0,14.0
176,"(15, 74)",1.0,14.0
177,"(18, 74)",1.0,14.0
178,"(19, 74)",1.0,14.0
179,"(20, 74)",1.0,14.0
180,"(21, 59)",1.0,14.0
181,"(21, 64)",1.0,14.0
182,"(21, 70)",1.0,14.0
183,"(21, 71)",1.0,14.0
184,"(21, 72)",1.0,14.0
185,"(22, 62)",1.0,14.0
186,"(0, 71)",1.0,15.0
187,"(0, 74)",1.0,15.0
188,"(0, 76)",1.0,15.0
189,"(1, 70)",1.0,15.0
190,"(1, 73)",1.0,15.0
191,"(2, 70)",1.0,15.0
192,"(2, 79)",1.0,15.0
193,"(2, 80)",1.0,15.0
194,"(3, 78)",1.0,15.0
195,"(4, 66)",1.0,15.0
196,"(4, 85)",1.0,15.0
197,"(6, 66)",1.0,15.0
198,"(6, 85)",1.0,15.0
199,"(7, 66)",1.0,15.0
200,"(8, 66)",1.0,15.0
201,"(9, 66)",1.0,15.0
202,"(9, 67)",1.0,15.0
203,"(13, 59)",1.0,15.0
204,"(13, 75)",1.0,15.0
205,"(13, 83)",1.0,15.0
206,"(15, 56)",1.0,15.0
207,"(15, 75)",1.0,15.0
208,"(19, 75)",1.0,15.0
209,"(20, 59)",1.0,15.0
210,"(21, 74)",1.0,15.0
211,"(22, 65)",1.0,15.0
212,"(22, 71)",1.0,15.0
213,"(22, 73)",1.0,15.0
214,"(23, 61)",1.0,15.0
215,"(23, 62)",1.0,15.0
216,"(23, 63)",1.0,15.0
217,"(1, 78)",1.0,16.0
218,"(1, 79)",1.0,16.0
219,"(2, 69)",1.0,16.0
220,"(2, 81)",1.0,16.0
221,"(3, 80)",1.0,16.0
222,"(3, 84)",1.0,16.0
223,"(4, 84)",1.0,16.0
224,"(5, 65)",1.0,16.0
225,"(5, 86)",1.0,16.0
226,"(6, 65)",1.0,16.0
227,"(7, 84)",1.0,16.0
228,"(7, 85)",1.0,16.0
229,"(7, 86)",1.0,16.0
230,"(8, 65)",1.0,16.0
231,"(9, 65)",1.0,16.0
232,"(10, 65)",1.0,16.0
233,"(10, 67)",1.0,16.0
234,"(12, 60)",1.0,16.0
235,"(12, 84)",1.0,16.0
236,"(13, 76)",1.0,16.0
237,"(13, 82)",1.0,16.0
238,"(14, 55)",1.0,16.0
239,"(14, 76)",1.0,16.0
240,"(14, 83)",1.0,16.0
241,"(15, 55)",1.0,16.0
242,"(15, 76)",1.0,16.0
243,"(16, 55)",1.0,16.0
244,"(16, 56)",1.0,16.0
245,"(16, 57)",1.0,16.0
246,"(16, 74)",1.0,16.0
247,"(16, 75)",1.0,16.0
248,"(16, 76)",1.0,16.0
249,"(21, 65)",1.0,16.0
250,"(21, 66)",1.0,16.0
251,"(22, 61)",1.0,16.0
252,"(22, 74)",1.0,16.0
253,"(22, 75)",1.0,16.0
254,"(23, 60)",1.0,16.0
255,"(23, 64)",1.0,16.0
256,"(23, 65)",1.0,16.0
257,"(24, 60)",1.0,16.0
258,"(24, 64)",1.0,16.0
259,"(0, 79)",1.0,17.0
260,"(0, 80)",1.0,17.0
261,"(2, 83)",1.0,17.0
262,"(2, 85)",1.0,17.0
263,"(3, 81)",1.0,17.0
264,"(3, 82)",1.0,17.0
265,"(4, 64)",1.0,17.0
266,"(4, 80)",1.0,17.0
267,"(4, 86)",1.0,17.0
268,"(4, 87)",1.0,17.0
269,"(5, 64)",1.0,17.0
270,"(6, 64)",1.0,17.0
271,"(6, 86)",1.0,17.0
272,"(6, 87)",1.0,17.0
273,"(7, 64)",1.0,17.0
274,"(8, 84)",1.0,17.0
275,"(8, 85)",1.0,17.0
276,"(11, 61)",1.0,17.0
277,"(11, 67)",1.0,17.0
278,"(11, 83)",1.0,17.0
279,"(13, 54)",1.0,17.0
280,"(13, 56)",1.0,17.0
281,"(13, 61)",1.0,17.0
282,"(13, 84)",1.0,17.0
283,"(15, 54)",1.0,17.0
284,"(15, 77)",1.0,17.0
285,"(15, 83)",1.0,17.0
286,"(16, 54)",1.0,17.0
287,"(16, 77)",1.0,17.0
288,"(17, 55)",1.0,17.0
289,"(17, 57)",1.0,17.0
290,"(17, 75)",1.0,17.0
291,"(17, 77)",1.0,17.0
292,"(21, 75)",1.0,17.0
293,"(21, 76)",1.0,17.0
294,"(22, 59)",1.0,17.0
295,"(23, 59)",1.0,17.0
296,"(23, 74)",1.0,17.0
297,"(23, 75)",1.0,17.0
298,"(25, 60)",1.0,17.0
299,"(1, 84)",1.0,18.0
300,"(3, 64)",1.0,18.0
301,"(3, 65)",1.0,18.0
302,"(3, 88)",1.0,18.0
303,"(4, 63)",1.0,18.0
304,"(5, 87)",1.0,18.0
305,"(5, 88)",1.0,18.0
306,"(6, 63)",1.0,18.0
307,"(7, 87)",1.0,18.0
308,"(8, 63)",1.0,18.0
309,"(9, 84)",1.0,18.0
310,"(9, 86)",1.0,18.0
311,"(10, 84)",1.0,18.0
312,"(11, 62)",1.0,18.0
313,"(12, 56)",1.0,18.0
314,"(15, 84)",1.0,18.0
315,"(16, 53)",1.0,18.0
316,"(18, 76)",1.0,18.0
317,"(18, 77)",1.0,18.0
318,"(18, 78)",1.0,18.0
319,"(20, 76)",1.0,18.0
320,"(22, 76)",1.0,18.0
321,"(23, 58)",1.0,18.0
322,"(24, 58)",1.0,18.0
323,"(24, 73)",1.0,18.0
324,"(24, 76)",1.0,18.0
325,"(0, 83)",1.0,19.0
326,"(0, 84)",1.0,19.0
327,"(2, 63)",1.0,19.0
328,"(2, 88)",1.0,19.0
329,"(4, 89)",1.0,19.0
330,"(6, 88)",1.0,19.0
331,"(8, 86)",1.0,19.0
332,"(8, 88)",1.0,19.0
333,"(9, 62)",1.0,19.0
334,"(9, 83)",1.0,19.0
335,"(9, 87)",1.0,19.0
336,"(10, 61)",1.0,19.0
337,"(10, 85)",1.0,19.0
338,"(11, 57)",1.0,19.0
339,"(16, 52)",1.0,19.0
340,"(16, 84)",1.0,19.0
341,"(17, 52)",1.0,19.0
342,"(18, 79)",1.0,19.0
343,"(19, 76)",1.0,19.0
344,"(19, 77)",1.0,19.0
345,"(22, 57)",1.0,19.0
346,"(23, 57)",1.0,19.0
347,"(23, 72)",1.0,19.0
348,"(23, 77)",1.0,19.0
349,"(24, 57)",1.0,19.0
350,"(25, 57)",1.0,19.0
351,"(25, 72)",1.0,19.0
352,"(25, 74)",1.0,19.0
353,"(25, 76)",1.0,19.0
354,"(0, 82)",1.0,20.0
355,"(1, 64)",1.0,20.0
356,"(1, 88)",1.0,20.0
357,"(1, 89)",1.0,20.0
358,"(2, 64)",1.0,20.0
359,"(7, 89)",1.0,20.0
360,"(8, 61)",1.0,20.0
361,"(8, 89)",1.0,20.0
362,"(9, 61)",1.0,20.0
363,"(9, 82)",1.0,20.0
364,"(10, 56)",1.0,20.0
365,"(12, 58)",1.0,20.0
366,"(16, 85)",1.0,20.0
367,"(17, 79)",1.0,20.0
368,"(17, 85)",1.0,20.0
369,"(18, 52)",1.0,20.0
370,"(19, 80)",1.0,20.0
371,"(21, 57)",1.0,20.0
372,"(23, 56)",1.0,20.0
373,"(23, 78)",1.0,20.0
374,"(24, 56)",1.0,20.0
375,"(24, 72)",1.0,20.0
376,"(25, 56)",1.0,20.0
377,"(26, 57)",1.0,20.0
378,"(26, 73)",1.0,20.0
379,"(1, 65)",1.0,21.0
380,"(1, 90)",1.0,21.0
381,"(2, 87)",1.0,21.0
382,"(2, 90)",1.0,21.0
383,"(7, 60)",1.0,21.0
384,"(7, 62)",1.0,21.0
385,"(8, 90)",1.0,21.0
386,"(9, 55)",1.0,21.0
387,"(9, 57)",1.0,21.0
388,"(9, 60)",1.0,21.0
389,"(9, 89)",1.0,21.0
390,"(9, 90)",1.0,21.0
391,"(11, 59)",1.0,21.0
392,"(12, 57)",1.0,21.0
393,"(15, 86)",1.0,21.0
394,"(16, 79)",1.0,21.0
395,"(16, 86)",1.0,21.0
396,"(17, 84)",1.0,21.0
397,"(17, 86)",1.0,21.0
398,"(18, 51)",1.0,21.0
399,"(18, 86)",1.0,21.0
400,"(19, 52)",1.0,21.0
401,"(20, 56)",1.0,21.0
402,"(20, 57)",1.0,21.0
403,"(20, 58)",1.0,21.0
404,"(22, 55)",1.0,21.0
405,"(22, 56)",1.0,21.0
406,"(23, 55)",1.0,21.0
407,"(23, 79)",1.0,21.0
408,"(24, 55)",1.0,21.0
409,"(24, 79)",1.0,21.0
410,"(25, 55)",1.0,21.0
411,"(26, 72)",1.0,21.0
412,"(27, 74)",1.0,21.0
413,"(0, 64)",1.0,22.0
414,"(0, 89)",1.0,22.0
415,"(6, 60)",1.0,22.0
416,"(6, 61)",1.0,22.0
417,"(6, 62)",1.0,22.0
418,"(7, 91)",1.0,22.0
419,"(8, 54)",1.0,22.0
420,"(8, 55)",1.0,22.0
421,"(8, 57)",1.0,22.0
422,"(8, 58)",1.0,22.0
423,"(8, 59)",1.0,22.0
424,"(9, 56)",1.0,22.0
425,"(9, 91)",1.0,22.0
426,"(10, 54)",1.0,22.0
427,"(10, 89)",1.0,22.0
428,"(14, 86)",1.0,22.0
429,"(16, 80)",1.0,22.0
430,"(16, 87)",1.0,22.0
431,"(17, 50)",1.0,22.0
432,"(18, 83)",1.0,22.0
433,"(18, 84)",1.0,22.0
434,"(19, 50)",1.0,22.0
435,"(19, 51)",1.0,22.0
436,"(19, 53)",1.0,22.0
437,"(19, 55)",1.0,22.0
438,"(20, 51)",1.0,22.0
439,"(20, 52)",1.0,22.0
440,"(21, 55)",1.0,22.0
441,"(22, 54)",1.0,22.0
442,"(23, 54)",1.0,22.0
443,"(24, 54)",1.0,22.0
444,"(24, 80)",1.0,22.0
445,"(25, 54)",1.0,22.0
446,"(25, 80)",1.0,22.0
447,"(26, 71)",1.0,22.0
448,"(26, 74)",1.0,22.0
449,"(27, 71)",1.0,22.0
450,"(27, 72)",1.0,22.0
451,"(27, 75)",1.0,22.0
452,"(28, 74)",1.0,22.0
453,"(5, 59)",1.0,23.0
454,"(5, 60)",1.0,23.0
455,"(7, 54)",1.0,23.0
456,"(7, 55)",1.0,23.0
457,"(7, 56)",1.0,23.0
458,"(7, 57)",1.0,23.0
459,"(7, 58)",1.0,23.0
460,"(8, 92)",1.0,23.0
461,"(9, 53)",1.0,23.0
462,"(9, 54)",1.0,23.0
463,"(9, 58)",1.0,23.0
464,"(10, 90)",1.0,23.0
465,"(11, 54)",1.0,23.0
466,"(11, 55)",1.0,23.0
467,"(13, 85)",1.0,23.0
468,"(13, 87)",1.0,23.0
469,"(14, 87)",1.0,23.0
470,"(15, 79)",1.0,23.0
471,"(17, 49)",1.0,23.0
472,"(17, 81)",1.0,23.0
473,"(18, 49)",1.0,23.0
474,"(18, 82)",1.0,23.0
475,"(19, 54)",1.0,23.0
476,"(19, 83)",1.0,23.0
477,"(20, 49)",1.0,23.0
478,"(20, 50)",1.0,23.0
479,"(20, 54)",1.0,23.0
480,"(21, 50)",1.0,23.0
481,"(21, 53)",1.0,23.0
482,"(25, 79)",1.0,23.0
483,"(25, 81)",1.0,23.0
484,"(26, 70)",1.0,23.0
485,"(26, 79)",1.0,23.0
486,"(26, 80)",1.0,23.0
487,"(26, 81)",1.0,23.0
488,"(27, 70)",1.0,23.0
489,"(27, 76)",1.0,23.0
490,"(28, 75)",1.0,23.0
491,"(4, 60)",1.0,24.0
492,"(4, 61)",1.0,24.0
493,"(6, 54)",1.0,24.0
494,"(6, 58)",1.0,24.0
495,"(6, 59)",1.0,24.0
496,"(9, 92)",1.0,24.0
497,"(9, 93)",1.0,24.0
498,"(10, 52)",1.0,24.0
499,"(10, 91)",1.0,24.0
500,"(11, 53)",1.0,24.0
501,"(12, 54)",1.0,24.0
502,"(12, 87)",1.0,24.0
503,"(12, 88)",1.0,24.0
504,"(14, 78)",1.0,24.0
505,"(14, 80)",1.0,24.0
506,"(15, 88)",1.0,24.0
507,"(17, 48)",1.0,24.0
508,"(17, 82)",1.0,24.0
509,"(18, 48)",1.0,24.0
510,"(19, 49)",1.0,24.0
511,"(19, 82)",1.0,24.0
512,"(20, 48)",1.0,24.0
513,"(20, 83)",1.0,24.0
514,"(20, 84)",1.0,24.0
515,"(21, 48)",1.0,24.0
516,"(25, 69)",1.0,24.0
517,"(25, 82)",1.0,24.0
518,"(26, 78)",1.0,24.0
519,"(27, 77)",1.0,24.0
520,"(27, 79)",1.0,24.0
521,"(27, 81)",1.0,24.0
522,"(27, 82)",1.0,24.0
523,"(28, 76)",1.0,24.0
524,"(29, 76)",1.0,24.0
525,"(3, 60)",1.0,25.0
526,"(3, 61)",1.0,25.0
527,"(5, 58)",1.0,25.0
528,"(6, 57)",1.0,25.0
529,"(8, 93)",1.0,25.0
530,"(9, 94)",1.0,25.0
531,"(10, 51)",1.0,25.0
532,"(10, 94)",1.0,25.0
533,"(11, 52)",1.0,25.0
534,"(11, 86)",1.0,25.0
535,"(11, 88)",1.0,25.0
536,"(11, 89)",1.0,25.0
537,"(12, 52)",1.0,25.0
538,"(13, 53)",1.0,25.0
539,"(13, 89)",1.0,25.0
540,"(14, 81)",1.0,25.0
541,"(16, 47)",1.0,25.0
542,"(16, 49)",1.0,25.0
543,"(16, 88)",1.0,25.0
544,"(16, 89)",1.0,25.0
545,"(18, 47)",1.0,25.0
546,"(20, 85)",1.0,25.0
547,"(21, 83)",1.0,25.0
548,"(21, 85)",1.0,25.0
549,"(22, 48)",1.0,25.0
550,"(24, 70)",1.0,25.0
551,"(24, 82)",1.0,25.0
552,"(25, 68)",1.0,25.0
553,"(26, 68)",1.0,25.0
554,"(26, 83)",1.0,25.0
555,"(27, 78)",1.0,25.0
556,"(28, 78)",1.0,25.0
557,"(28, 80)",1.0,25.0
558,"(28, 82)",1.0,25.0
559,"(29, 77)",1.0,25.0
560,"(2, 59)",1.0,26.0
561,"(2, 60)",1.0,26.0
562,"(2, 61)",1.0,26.0
563,"(2, 62)",1.0,26.0
564,"(4, 57)",1.0,26.0
565,"(10, 95)",1.0,26.0
566,"(11, 94)",1.0,26.0
567,"(11, 95)",1.0,26.0
568,"(12, 51)",1.0,26.0
569,"(12, 53)",1.0,26.0
570,"(13, 51)",1.0,26.0
571,"(13, 52)",1.0,26.0
572,"(13, 90)",1.0,26.0
573,"(15, 47)",1.0,26.0
574,"(15, 48)",1.0,26.0
575,"(15, 50)",1.0,26.0
576,"(15, 89)",1.0,26.0
577,"(16, 46)",1.0,26.0
578,"(17, 46)",1.0,26.0
579,"(17, 88)",1.0,26.0
580,"(17, 89)",1.0,26.0
581,"(17, 90)",1.0,26.0
582,"(21, 82)",1.0,26.0
583,"(21, 86)",1.0,26.0
584,"(22, 86)",1.0,26.0
585,"(23, 49)",1.0,26.0
586,"(23, 69)",1.0,26.0
587,"(23, 82)",1.0,26.0
588,"(23, 83)",1.0,26.0
589,"(24, 83)",1.0,26.0
590,"(26, 84)",1.0,26.0
591,"(27, 83)",1.0,26.0
592,"(29, 80)",1.0,26.0
593,"(29, 81)",1.0,26.0
594,"(29, 82)",1.0,26.0
595,"(29, 83)",1.0,26.0
596,"(1, 58)",1.0,27.0
597,"(1, 60)",1.0,27.0
598,"(1, 61)",1.0,27.0
599,"(1, 62)",1.0,27.0
600,"(3, 58)",1.0,27.0
601,"(3, 62)",1.0,27.0
602,"(10, 96)",1.0,27.0
603,"(11, 96)",1.0,27.0
604,"(12, 50)",1.0,27.0
605,"(14, 47)",1.0,27.0
606,"(14, 48)",1.0,27.0
607,"(14, 49)",1.0,27.0
608,"(14, 51)",1.0,27.0
609,"(14, 52)",1.0,27.0
610,"(15, 90)",1.0,27.0
611,"(16, 45)",1.0,27.0
612,"(16, 91)",1.0,27.0
613,"(17, 91)",1.0,27.0
614,"(18, 45)",1.0,27.0
615,"(18, 90)",1.0,27.0
616,"(20, 87)",1.0,27.0
617,"(21, 81)",1.0,27.0
618,"(22, 68)",1.0,27.0
619,"(22, 82)",1.0,27.0
620,"(22, 85)",1.0,27.0
621,"(22, 87)",1.0,27.0
622,"(23, 50)",1.0,27.0
623,"(23, 87)",1.0,27.0
624,"(24, 84)",1.0,27.0
625,"(25, 85)",1.0,27.0
626,"(27, 84)",1.0,27.0
627,"(28, 79)",1.0,27.0
628,"(29, 84)",1.0,27.0
629,"(30, 80)",1.0,27.0
630,"(30, 81)",1.0,27.0
631,"(30, 84)",1.0,27.0
632,"(0, 57)",1.0,28.0
633,"(0, 61)",1.0,28.0
634,"(0, 62)",1.0,28.0
635,"(2, 57)",1.0,28.0
636,"(2, 58)",1.0,28.0
637,"(9, 95)",1.0,28.0
638,"(9, 97)",1.0,28.0
639,"(10, 97)",1.0,28.0
640,"(11, 97)",1.0,28.0
641,"(12, 49)",1.0,28.0
642,"(12, 97)",1.0,28.0
643,"(13, 47)",1.0,28.0
644,"(13, 49)",1.0,28.0
645,"(15, 49)",1.0,28.0
646,"(15, 91)",1.0,28.0
647,"(16, 92)",1.0,28.0
648,"(17, 92)",1.0,28.0
649,"(18, 91)",1.0,28.0
650,"(19, 44)",1.0,28.0
651,"(19, 89)",1.0,28.0
652,"(19, 90)",1.0,28.0
653,"(20, 81)",1.0,28.0
654,"(20, 88)",1.0,28.0
655,"(22, 67)",1.0,28.0
656,"(23, 86)",1.0,28.0
657,"(23, 88)",1.0,28.0
658,"(24, 51)",1.0,28.0
659,"(24, 85)",1.0,28.0
660,"(24, 86)",1.0,28.0
661,"(27, 85)",1.0,28.0
662,"(28, 85)",1.0,28.0
663,"(29, 85)",1.0,28.0
664,"(30, 79)",1.0,28.0
665,"(30, 83)",1.0,28.0
666,"(31, 81)",1.0,28.0
667,"(31, 85)",1.0,28.0
668,"(0, 60)",1.0,29.0
669,"(1, 56)",1.0,29.0
670,"(8, 98)",1.0,29.0
671,"(9, 98)",1.0,29.0
672,"(11, 48)",1.0,29.0
673,"(12, 46)",1.0,29.0
674,"(12, 47)",1.0,29.0
675,"(12, 48)",1.0,29.0
676,"(12, 96)",1.0,29.0
677,"(13, 46)",1.0,29.0
678,"(13, 97)",1.0,29.0
679,"(13, 98)",1.0,29.0
680,"(15, 92)",1.0,29.0
681,"(16, 93)",1.0,29.0
682,"(19, 88)",1.0,29.0
683,"(20, 43)",1.0,29.0
684,"(20, 45)",1.0,29.0
685,"(21, 67)",1.0,29.0
686,"(21, 88)",1.0,29.0
687,"(21, 89)",1.0,29.0
688,"(24, 89)",1.0,29.0
689,"(25, 51)",1.0,29.0
690,"(25, 86)",1.0,29.0
691,"(27, 86)",1.0,29.0
692,"(29, 86)",1.0,29.0
693,"(30, 86)",1.0,29.0
694,"(32, 80)",1.0,29.0
695,"(0, 55)",1.0,30.0
696,"(2, 55)",1.0,30.0
697,"(7, 97)",1.0,30.0
698,"(7, 99)",1.0,30.0
699,"(8, 99)",1.0,30.0
700,"(12, 45)",1.0,30.0
701,"(13, 45)",1.0,30.0
702,"(13, 96)",1.0,30.0
703,"(13, 99)",1.0,30.0
704,"(14, 45)",1.0,30.0
705,"(14, 92)",1.0,30.0
706,"(14, 96)",1.0,30.0
707,"(14, 97)",1.0,30.0
708,"(14, 98)",1.0,30.0
709,"(14, 99)",1.0,30.0
710,"(17, 94)",1.0,30.0
711,"(19, 43)",1.0,30.0
712,"(19, 87)",1.0,30.0
713,"(20, 44)",1.0,30.0
714,"(20, 46)",1.0,30.0
715,"(21, 44)",1.0,30.0
716,"(21, 90)",1.0,30.0
717,"(23, 90)",1.0,30.0
718,"(24, 90)",1.0,30.0
719,"(25, 87)",1.0,30.0
720,"(25, 90)",1.0,30.0
721,"(26, 52)",1.0,30.0
722,"(28, 87)",1.0,30.0
723,"(31, 79)",1.0,30.0
724,"(31, 87)",1.0,30.0
725,"(1, 54)",1.0,31.0
726,"(1, 55)",1.0,31.0
727,"(2, 54)",1.0,31.0
728,"(3, 55)",1.0,31.0
729,"(6, 98)",1.0,31.0
730,"(9, 99)",1.0,31.0
731,"(11, 45)",1.0,31.0
732,"(12, 44)",1.0,31.0
733,"(13, 92)",1.0,31.0
734,"(13, 93)",1.0,31.0
735,"(14, 95)",1.0,31.0
736,"(15, 44)",1.0,31.0
737,"(15, 95)",1.0,31.0
738,"(15, 96)",1.0,31.0
739,"(15, 98)",1.0,31.0
740,"(17, 95)",1.0,31.0
741,"(18, 44)",1.0,31.0
742,"(18, 93)",1.0,31.0
743,"(18, 94)",1.0,31.0
744,"(19, 42)",1.0,31.0
745,"(21, 43)",1.0,31.0
746,"(21, 46)",1.0,31.0
747,"(23, 91)",1.0,31.0
748,"(25, 52)",1.0,31.0
749,"(25, 89)",1.0,31.0
750,"(25, 91)",1.0,31.0
751,"(26, 88)",1.0,31.0
752,"(26, 91)",1.0,31.0
753,"(27, 51)",1.0,31.0
754,"(27, 53)",1.0,31.0
755,"(27, 87)",1.0,31.0
756,"(27, 88)",1.0,31.0
757,"(28, 88)",1.0,31.0
758,"(0, 53)",1.0,32.0
759,"(0, 54)",1.0,32.0
760,"(1, 53)",1.0,32.0
761,"(2, 53)",1.0,32.0
762,"(3, 53)",1.0,32.0
763,"(4, 54)",1.0,32.0
764,"(4, 55)",1.0,32.0
765,"(6, 99)",1.0,32.0
766,"(11, 43)",1.0,32.0
767,"(12, 93)",1.0,32.0
768,"(13, 94)",1.0,32.0
769,"(14, 94)",1.0,32.0
770,"(16, 95)",1.0,32.0
771,"(16, 97)",1.0,32.0
772,"(16, 99)",1.0,32.0
773,"(17, 43)",1.0,32.0
774,"(18, 42)",1.0,32.0
775,"(18, 96)",1.0,32.0
