,position,condition,step
0,"(51, 28)",1.0,1.0
1,"(52, 25)",1.0,1.0
2,"(52, 28)",1.0,1.0
3,"(53, 28)",1.0,1.0
4,"(50, 29)",1.0,2.0
5,"(51, 29)",1.0,2.0
6,"(52, 29)",1.0,2.0
7,"(54, 28)",1.0,2.0
8,"(50, 30)",1.0,3.0
9,"(51, 30)",1.0,3.0
10,"(52, 30)",1.0,3.0
11,"(55, 28)",1.0,3.0
12,"(50, 31)",1.0,4.0
13,"(51, 31)",1.0,4.0
14,"(52, 31)",1.0,4.0
15,"(54, 27)",1.0,4.0
16,"(52, 32)",1.0,5.0
17,"(53, 32)",1.0,5.0
18,"(55, 26)",1.0,5.0
19,"(52, 33)",1.0,6.0
20,"(54, 31)",1.0,6.0
21,"(54, 33)",1.0,6.0
22,"(55, 25)",1.0,6.0
23,"(56, 25)",1.0,6.0
24,"(51, 33)",1.0,7.0
25,"(53, 34)",1.0,7.0
26,"(54, 24)",1.0,7.0
27,"(55, 33)",1.0,7.0
28,"(55, 34)",1.0,7.0
29,"(57, 25)",1.0,7.0
30,"(50, 34)",1.0,8.0
31,"(51, 34)",1.0,8.0
32,"(54, 34)",1.0,8.0
33,"(55, 35)",1.0,8.0
34,"(56, 24)",1.0,8.0
35,"(56, 34)",1.0,8.0
36,"(56, 35)",1.0,8.0
37,"(57, 24)",1.0,8.0
38,"(58, 25)",1.0,8.0
39,"(49, 35)",1.0,9.0
40,"(50, 35)",1.0,9.0
41,"(52, 35)",1.0,9.0
42,"(54, 36)",1.0,9.0
43,"(55, 23)",1.0,9.0
44,"(55, 36)",1.0,9.0
45,"(56, 36)",1.0,9.0
46,"(57, 23)",1.0,9.0
47,"(57, 33)",1.0,9.0
48,"(57, 35)",1.0,9.0
49,"(59, 25)",1.0,9.0
50,"(59, 26)",1.0,9.0
51,"(48, 34)",1.0,10.0
52,"(50, 36)",1.0,10.0
53,"(51, 36)",1.0,10.0
54,"(52, 36)",1.0,10.0
55,"(53, 37)",1.0,10.0
56,"(54, 23)",1.0,10.0
57,"(55, 22)",1.0,10.0
58,"(56, 22)",1.0,10.0
59,"(56, 37)",1.0,10.0
60,"(58, 33)",1.0,10.0
61,"(59, 24)",1.0,10.0
62,"(60, 25)",1.0,10.0
63,"(60, 26)",1.0,10.0
64,"(60, 27)",1.0,10.0
65,"(47, 35)",1.0,11.0
66,"(48, 35)",1.0,11.0
67,"(49, 37)",1.0,11.0
68,"(50, 37)",1.0,11.0
69,"(51, 37)",1.0,11.0
70,"(52, 37)",1.0,11.0
71,"(54, 38)",1.0,11.0
72,"(55, 21)",1.0,11.0
73,"(57, 36)",1.0,11.0
74,"(58, 32)",1.0,11.0
75,"(59, 28)",1.0,11.0
76,"(59, 33)",1.0,11.0
77,"(59, 34)",1.0,11.0
78,"(60, 24)",1.0,11.0
79,"(60, 28)",1.0,11.0
80,"(61, 26)",1.0,11.0
81,"(46, 34)",1.0,12.0
82,"(46, 36)",1.0,12.0
83,"(47, 34)",1.0,12.0
84,"(48, 36)",1.0,12.0
85,"(48, 37)",1.0,12.0
86,"(50, 38)",1.0,12.0
87,"(51, 38)",1.0,12.0
88,"(54, 20)",1.0,12.0
89,"(54, 22)",1.0,12.0
90,"(57, 31)",1.0,12.0
91,"(58, 35)",1.0,12.0
92,"(60, 29)",1.0,12.0
93,"(60, 33)",1.0,12.0
94,"(60, 34)",1.0,12.0
95,"(61, 29)",1.0,12.0
