,position,condition,step
0,"(53, 10)",1.0,1.0
1,"(52, 9)",1.0,2.0
2,"(52, 10)",1.0,2.0
3,"(52, 11)",1.0,2.0
4,"(53, 9)",1.0,2.0
5,"(54, 10)",1.0,2.0
6,"(54, 11)",1.0,2.0
7,"(51, 11)",1.0,3.0
8,"(52, 8)",1.0,3.0
9,"(52, 12)",1.0,3.0
10,"(54, 12)",1.0,3.0
11,"(55, 11)",1.0,3.0
12,"(55, 12)",1.0,3.0
13,"(50, 10)",1.0,4.0
14,"(51, 8)",1.0,4.0
15,"(51, 12)",1.0,4.0
16,"(53, 7)",1.0,4.0
17,"(53, 13)",1.0,4.0
18,"(54, 13)",1.0,4.0
19,"(55, 13)",1.0,4.0
20,"(56, 10)",1.0,4.0
21,"(56, 11)",1.0,4.0
22,"(56, 12)",1.0,4.0
23,"(56, 13)",1.0,4.0
24,"(49, 9)",1.0,5.0
25,"(49, 10)",1.0,5.0
26,"(50, 12)",1.0,5.0
27,"(50, 13)",1.0,5.0
28,"(51, 7)",1.0,5.0
29,"(53, 14)",1.0,5.0
30,"(54, 6)",1.0,5.0
31,"(54, 14)",1.0,5.0
32,"(55, 14)",1.0,5.0
33,"(56, 14)",1.0,5.0
34,"(57, 9)",1.0,5.0
35,"(57, 12)",1.0,5.0
36,"(57, 13)",1.0,5.0
37,"(57, 14)",1.0,5.0
38,"(48, 9)",1.0,6.0
39,"(48, 10)",1.0,6.0
40,"(49, 12)",1.0,6.0
41,"(49, 13)",1.0,6.0
42,"(50, 8)",1.0,6.0
43,"(50, 9)",1.0,6.0
44,"(50, 14)",1.0,6.0
45,"(51, 6)",1.0,6.0
46,"(52, 15)",1.0,6.0
47,"(53, 5)",1.0,6.0
48,"(56, 9)",1.0,6.0
49,"(56, 15)",1.0,6.0
50,"(57, 8)",1.0,6.0
51,"(57, 11)",1.0,6.0
52,"(58, 9)",1.0,6.0
53,"(58, 13)",1.0,6.0
54,"(58, 14)",1.0,6.0
55,"(58, 15)",1.0,6.0
56,"(48, 8)",1.0,7.0
57,"(48, 11)",1.0,7.0
58,"(48, 13)",1.0,7.0
59,"(48, 14)",1.0,7.0
60,"(51, 5)",1.0,7.0
61,"(51, 15)",1.0,7.0
62,"(52, 4)",1.0,7.0
63,"(53, 4)",1.0,7.0
64,"(53, 6)",1.0,7.0
65,"(54, 4)",1.0,7.0
66,"(56, 8)",1.0,7.0
67,"(58, 11)",1.0,7.0
68,"(58, 16)",1.0,7.0
69,"(59, 8)",1.0,7.0
70,"(59, 9)",1.0,7.0
71,"(59, 13)",1.0,7.0
72,"(59, 15)",1.0,7.0
73,"(47, 7)",1.0,8.0
74,"(47, 11)",1.0,8.0
75,"(47, 13)",1.0,8.0
76,"(47, 15)",1.0,8.0
77,"(48, 15)",1.0,8.0
78,"(50, 16)",1.0,8.0
79,"(51, 3)",1.0,8.0
80,"(51, 4)",1.0,8.0
81,"(52, 3)",1.0,8.0
82,"(52, 16)",1.0,8.0
83,"(54, 5)",1.0,8.0
84,"(55, 7)",1.0,8.0
85,"(57, 7)",1.0,8.0
86,"(58, 7)",1.0,8.0
87,"(58, 17)",1.0,8.0
88,"(59, 16)",1.0,8.0
89,"(60, 14)",1.0,8.0
90,"(46, 8)",1.0,9.0
91,"(46, 10)",1.0,9.0
92,"(46, 11)",1.0,9.0
93,"(46, 15)",1.0,9.0
94,"(47, 16)",1.0,9.0
95,"(49, 16)",1.0,9.0
96,"(49, 17)",1.0,9.0
97,"(50, 3)",1.0,9.0
98,"(50, 4)",1.0,9.0
99,"(53, 2)",1.0,9.0
100,"(55, 6)",1.0,9.0
101,"(56, 6)",1.0,9.0
102,"(57, 6)",1.0,9.0
103,"(58, 6)",1.0,9.0
104,"(58, 18)",1.0,9.0
105,"(59, 17)",1.0,9.0
106,"(59, 18)",1.0,9.0
107,"(61, 13)",1.0,9.0
108,"(61, 15)",1.0,9.0
109,"(45, 9)",1.0,10.0
110,"(45, 10)",1.0,10.0
111,"(45, 16)",1.0,10.0
112,"(46, 7)",1.0,10.0
113,"(46, 12)",1.0,10.0
114,"(46, 17)",1.0,10.0
115,"(48, 16)",1.0,10.0
116,"(49, 5)",1.0,10.0
117,"(50, 18)",1.0,10.0
118,"(58, 19)",1.0,10.0
119,"(59, 5)",1.0,10.0
120,"(60, 18)",1.0,10.0
121,"(62, 13)",1.0,10.0
122,"(62, 14)",1.0,10.0
123,"(44, 11)",1.0,11.0
124,"(44, 15)",1.0,11.0
125,"(44, 16)",1.0,11.0
126,"(46, 18)",1.0,11.0
127,"(47, 18)",1.0,11.0
128,"(48, 5)",1.0,11.0
129,"(48, 6)",1.0,11.0
130,"(49, 19)",1.0,11.0
131,"(51, 17)",1.0,11.0
132,"(57, 19)",1.0,11.0
133,"(59, 4)",1.0,11.0
134,"(59, 20)",1.0,11.0
135,"(60, 4)",1.0,11.0
136,"(60, 6)",1.0,11.0
137,"(61, 12)",1.0,11.0
138,"(61, 19)",1.0,11.0
139,"(62, 15)",1.0,11.0
140,"(63, 14)",1.0,11.0
141,"(43, 10)",1.0,12.0
142,"(43, 11)",1.0,12.0
143,"(43, 17)",1.0,12.0
144,"(44, 12)",1.0,12.0
145,"(44, 17)",1.0,12.0
146,"(45, 17)",1.0,12.0
147,"(47, 5)",1.0,12.0
148,"(48, 18)",1.0,12.0
149,"(48, 19)",1.0,12.0
150,"(49, 6)",1.0,12.0
151,"(49, 7)",1.0,12.0
152,"(51, 18)",1.0,12.0
153,"(52, 18)",1.0,12.0
154,"(58, 3)",1.0,12.0
155,"(58, 21)",1.0,12.0
156,"(59, 3)",1.0,12.0
157,"(59, 6)",1.0,12.0
158,"(59, 7)",1.0,12.0
159,"(60, 20)",1.0,12.0
160,"(61, 3)",1.0,12.0
161,"(61, 4)",1.0,12.0
162,"(61, 7)",1.0,12.0
163,"(62, 11)",1.0,12.0
164,"(62, 16)",1.0,12.0
165,"(64, 14)",1.0,12.0
166,"(42, 9)",1.0,13.0
167,"(42, 10)",1.0,13.0
168,"(42, 11)",1.0,13.0
169,"(42, 12)",1.0,13.0
170,"(42, 17)",1.0,13.0
171,"(43, 13)",1.0,13.0
172,"(43, 18)",1.0,13.0
173,"(45, 13)",1.0,13.0
174,"(46, 4)",1.0,13.0
175,"(46, 5)",1.0,13.0
176,"(51, 19)",1.0,13.0
177,"(52, 19)",1.0,13.0
178,"(53, 19)",1.0,13.0
179,"(57, 21)",1.0,13.0
180,"(59, 2)",1.0,13.0
