Timestamp,Bytes Used
2023-08-18 16:47:42,1248592
2023-08-18 16:47:52,1233232
2023-08-18 16:48:02,1244992
2023-08-18 16:48:12,1272184
2023-08-18 16:48:22,1276320
2023-08-18 16:48:32,1284640
2023-08-18 16:48:42,1288808
2023-08-18 16:48:52,1292968
2023-08-18 16:49:02,1297104
2023-08-18 16:49:12,1268016
2023-08-18 16:49:22,1272200
2023-08-18 16:49:32,1280520
2023-08-18 16:49:42,1284664
2023-08-18 16:49:52,1288808
2023-08-18 16:50:02,1292952
2023-08-18 16:50:12,1268016
2023-08-18 16:50:22,1272192
2023-08-18 16:50:32,1280504
2023-08-18 16:50:42,1284664
2023-08-18 16:50:52,1288824
2023-08-18 16:51:02,1292952
2023-08-18 16:51:12,1268016
2023-08-18 16:51:22,1272192
2023-08-18 16:51:32,1276336
2023-08-18 16:51:42,1280496
2023-08-18 16:51:52,1284656
2023-08-18 16:52:02,1288808
2023-08-18 16:52:12,1268016
2023-08-18 16:52:22,1291696
2023-08-18 16:52:32,1295848
2023-08-18 16:52:42,1299992
2023-08-18 16:52:52,1304152
2023-08-18 16:53:02,1308312
2023-08-18 16:53:12,1312456
2023-08-18 16:53:22,1251720
2023-08-18 16:53:33,1255864
2023-08-18 16:53:43,1260016
2023-08-18 16:53:53,1264168
2023-08-18 16:54:03,1268328
2023-08-18 16:54:13,1272472
2023-08-18 16:54:23,1251720
2023-08-18 16:54:33,1255864
2023-08-18 16:54:43,1260008
2023-08-18 16:54:53,1264160
2023-08-18 16:55:03,1268328
2023-08-18 16:55:13,1272480
2023-08-18 16:55:23,1251728
2023-08-18 16:55:33,1255872
2023-08-18 16:55:43,1260016
2023-08-18 16:55:53,1264168
2023-08-18 16:56:03,1268304
2023-08-18 16:56:13,1272472
2023-08-18 16:56:23,1251728
2023-08-18 16:56:33,1255864
2023-08-18 16:56:43,1260008
2023-08-18 16:56:53,1264160
2023-08-18 16:57:03,1268304
2023-08-18 16:57:13,1272496
2023-08-18 16:57:23,1255872
2023-08-18 16:57:33,1260016
2023-08-18 16:57:43,1264160
2023-08-18 16:57:53,1268312
2023-08-18 16:58:03,1272464
2023-08-18 16:58:13,1276592
2023-08-18 16:58:23,1251720
2023-08-18 16:58:33,1255864
2023-08-18 16:58:43,1260016
2023-08-18 16:58:53,1264160
2023-08-18 16:59:03,1268312
2023-08-18 16:59:13,1272456
2023-08-18 16:59:23,1251720
2023-08-18 16:59:33,1255872
2023-08-18 16:59:43,1260008
2023-08-18 16:59:53,1264160
2023-08-18 17:00:03,1268312
2023-08-18 17:00:13,1272464
2023-08-18 17:00:23,1251728
2023-08-18 17:00:33,1255880
2023-08-18 17:00:43,1260032
2023-08-18 17:00:53,1264168
2023-08-18 17:01:03,1268328
2023-08-18 17:01:13,1272472
2023-08-18 17:01:23,1251720
2023-08-18 17:01:33,1255888
2023-08-18 17:01:43,1260040
2023-08-18 17:01:53,1264184
2023-08-18 17:02:03,1268328
2023-08-18 17:02:13,1272480
2023-08-18 17:02:23,1247552
2023-08-18 17:02:33,1255888
2023-08-18 17:02:43,1260040
2023-08-18 17:02:53,1264184
2023-08-18 17:03:03,1268328
2023-08-18 17:03:13,1272480
2023-08-18 17:03:23,1247544
2023-08-18 17:03:33,1251728
2023-08-18 17:03:43,1255880
2023-08-18 17:03:53,1264192
2023-08-18 17:04:03,1268328
2023-08-18 17:04:13,1272480
2023-08-18 17:04:23,1247552
2023-08-18 17:04:33,1251728
2023-08-18 17:04:43,1255872
2023-08-18 17:04:53,1264184
2023-08-18 17:05:03,1268328
2023-08-18 17:05:13,1272472
2023-08-18 17:05:23,1251720
2023-08-18 17:05:33,1255872
2023-08-18 17:05:43,1260008
2023-08-18 17:05:53,1268320
2023-08-18 17:06:03,1272480
2023-08-18 17:06:13,1276624
2023-08-18 17:06:23,1247552
2023-08-18 17:06:33,1251720
2023-08-18 17:06:43,1255872
2023-08-18 17:06:53,1264168
2023-08-18 17:07:03,1268328
2023-08-18 17:07:13,1272480
2023-08-18 17:07:23,1247544
2023-08-18 17:07:33,1251720
2023-08-18 17:07:43,1255864
2023-08-18 17:07:53,1264168
2023-08-18 17:08:03,1268328
2023-08-18 17:08:13,1272480
2023-08-18 17:08:23,1247544
2023-08-18 17:08:33,1251728
2023-08-18 17:08:43,1255864
2023-08-18 17:08:53,1264160
2023-08-18 17:09:03,1268312
2023-08-18 17:09:13,1272472
2023-08-18 17:09:23,1268024
2023-08-18 17:09:33,1272192
2023-08-18 17:09:43,1276344
2023-08-18 17:09:53,1284632
2023-08-18 17:10:03,1288776
2023-08-18 17:10:13,1292936
2023-08-18 17:10:23,1272192
2023-08-18 17:10:33,1276344
2023-08-18 17:10:43,1280488
2023-08-18 17:10:53,1288784
2023-08-18 17:11:03,1292936
2023-08-18 17:11:13,1297064
2023-08-18 17:11:23,1268024
2023-08-18 17:11:33,1272192
2023-08-18 17:11:43,1276344
2023-08-18 17:11:53,1280488
2023-08-18 17:12:03,1288776
2023-08-18 17:12:13,1292936
2023-08-18 17:12:23,1272192
2023-08-18 17:12:33,1276360
2023-08-18 17:12:43,1280496
2023-08-18 17:12:53,1284640
2023-08-18 17:13:03,1288792
2023-08-18 17:13:13,1288792
2023-08-18 17:13:23,1263904
2023-08-18 17:13:33,1263904
2023-08-18 17:13:43,1263904
2023-08-18 17:13:54,1263904
2023-08-18 17:14:04,1263912
2023-08-18 17:14:14,1263904
2023-08-18 17:14:24,1241168
2023-08-18 17:14:49,1233792
2023-08-18 17:14:59,1218456
2023-08-18 17:15:09,1218456
2023-08-18 17:15:19,1218456
2023-08-18 17:15:29,1218456
2023-08-18 17:15:39,1218456
2023-08-18 17:15:49,1218456
2023-08-18 17:15:59,1218456
2023-08-18 17:16:09,1218456
2023-08-18 17:16:20,1218456
2023-08-18 17:16:30,1218456
2023-08-18 17:16:40,1218456
2023-08-18 17:16:50,1218456
2023-08-18 17:17:00,1218456
2023-08-18 17:17:10,1218456
2023-08-18 17:17:20,1218456
2023-08-18 17:17:30,1218456
2023-08-18 17:17:40,1218456
2023-08-18 17:17:50,1218456
2023-08-18 17:18:00,1218456
2023-08-18 17:18:10,1218456
2023-08-18 17:18:20,1218456
2023-08-18 17:18:30,1218456
2023-08-18 17:18:40,1218456
2023-08-18 17:18:50,1218456
2023-08-18 17:19:00,1218456
