Timestamp,Bytes Used
2023-08-18 15:50:36,1642608
2023-08-18 15:50:46,1667272
2023-08-18 15:50:56,1655088
2023-08-18 15:51:06,1659240
2023-08-18 15:51:16,1663384
2023-08-18 15:51:26,1667544
2023-08-18 15:51:36,1671680
2023-08-18 15:51:46,1675808
2023-08-18 15:51:56,1684112
2023-08-18 15:52:06,1688256
2023-08-18 15:52:16,1692408
2023-08-18 15:52:27,1696560
2023-08-18 15:52:37,1700712
2023-08-18 15:52:47,1704872
2023-08-18 15:52:57,1713176
2023-08-18 15:53:07,1717320
2023-08-18 15:53:17,1721480
2023-08-18 15:53:27,1725616
2023-08-18 15:53:37,1729768
2023-08-18 15:53:47,1733912
2023-08-18 15:53:57,1738048
2023-08-18 15:54:07,1746352
2023-08-18 15:54:17,1750488
2023-08-18 15:54:27,1754648
2023-08-18 15:54:37,1758784
2023-08-18 15:54:47,1762936
2023-08-18 15:54:57,1767096
2023-08-18 15:55:07,1775408
2023-08-18 15:55:17,1779552
2023-08-18 15:55:27,1783704
2023-08-18 15:55:37,1787848
2023-08-18 15:55:47,1792000
2023-08-18 15:55:57,1796144
2023-08-18 15:56:07,1804440
2023-08-18 15:56:17,1808584
2023-08-18 15:56:27,1812736
2023-08-18 15:56:37,1816880
2023-08-18 15:56:47,1821024
2023-08-18 15:56:57,1825176
2023-08-18 15:57:07,1833488
2023-08-18 15:57:17,1837624
2023-08-18 15:57:27,1841776
2023-08-18 15:57:37,1845920
2023-08-18 15:57:47,1850064
2023-08-18 15:57:57,1854216
2023-08-18 15:58:07,1858352
2023-08-18 15:58:17,1866656
2023-08-18 15:58:27,1870800
2023-08-18 15:58:37,1874952
2023-08-18 15:58:47,1879096
2023-08-18 15:58:57,1883248
2023-08-18 15:59:07,1887392
2023-08-18 15:59:17,1895712
2023-08-18 15:59:27,1899856
2023-08-18 15:59:37,1904000
2023-08-18 15:59:47,1908144
2023-08-18 15:59:57,1912288
2023-08-18 16:00:07,1912288
2023-08-18 16:00:17,1912296
2023-08-18 16:00:27,1912288
2023-08-18 16:00:37,1912296
2023-08-18 16:00:47,1912288
2023-08-18 16:00:57,1912288
2023-08-18 16:01:07,1912288
2023-08-18 16:01:17,1912288
2023-08-18 16:01:27,1912288
2023-08-18 16:01:37,1912296
2023-08-18 16:01:47,1912296
2023-08-18 16:01:57,1912288
2023-08-18 16:02:07,1912296
2023-08-18 16:02:17,1912288
2023-08-18 16:02:27,1912288
2023-08-18 16:02:37,1912296
2023-08-18 16:02:47,1912288
2023-08-18 16:02:57,1893680
2023-08-18 16:03:07,1893680
2023-08-18 16:03:17,1893680
2023-08-18 16:03:27,1893680
2023-08-18 16:03:37,1893680
2023-08-18 16:03:47,1893680
2023-08-18 16:03:57,1893680
2023-08-18 16:04:07,1893680
2023-08-18 16:04:17,1893680
2023-08-18 16:04:27,1893680
2023-08-18 16:04:37,1893680
2023-08-18 16:04:47,1893680
2023-08-18 16:04:57,1893680
2023-08-18 16:05:07,1893680
2023-08-18 16:05:17,1893680
2023-08-18 16:05:27,1893680
2023-08-18 16:05:37,1893680
2023-08-18 16:05:47,1893680
2023-08-18 16:05:57,1893680
2023-08-18 16:06:07,1893680
2023-08-18 16:06:17,1893680
2023-08-18 16:06:27,1893680
2023-08-18 16:06:37,1893680
2023-08-18 16:06:47,1893680
